Year,Country Code,Value,Variable
2027,SUR,0.551,General government structural balance
2028,SUR,0.551,General government structural balance
2029,SUR,0.612,General government structural balance
1980,SWE,,General government structural balance
1981,SWE,,General government structural balance
1982,SWE,,General government structural balance
1983,SWE,,General government structural balance
1984,SWE,,General government structural balance
1985,SWE,,General government structural balance
1986,SWE,,General government structural balance
1987,SWE,,General government structural balance
1988,SWE,,General government structural balance
1989,SWE,,General government structural balance
1990,SWE,,General government structural balance
1991,SWE,,General government structural balance
1992,SWE,,General government structural balance
1993,SWE,-10.465,General government structural balance
1994,SWE,-10.51,General government structural balance
1995,SWE,-9.353,General government structural balance
1996,SWE,-5.493,General government structural balance
1997,SWE,-4.402,General government structural balance
1998,SWE,-2.469,General government structural balance
1999,SWE,-2.673,General government structural balance
2000,SWE,-1.442,General government structural balance
2001,SWE,1.506,General government structural balance
2002,SWE,-0.876,General government structural balance
2003,SWE,-0.169,General government structural balance
2004,SWE,-0.541,General government structural balance
2005,SWE,1.069,General government structural balance
2006,SWE,0.848,General government structural balance
2007,SWE,1.634,General government structural balance
2008,SWE,0.914,General government structural balance
2009,SWE,0.972,General government structural balance
2010,SWE,0.313,General government structural balance
2011,SWE,-0.592,General government structural balance
2012,SWE,-0.881,General government structural balance
2013,SWE,-0.908,General government structural balance
2014,SWE,-0.919,General government structural balance
2015,SWE,-0.698,General government structural balance
2016,SWE,0.717,General government structural balance
2017,SWE,0.925,General government structural balance
2018,SWE,0.343,General government structural balance
2019,SWE,-0.087,General government structural balance
2020,SWE,-1.503,General government structural balance
2021,SWE,-0.469,General government structural balance
2022,SWE,0.602,General government structural balance
2023,SWE,-0.011,General government structural balance
2024,SWE,-0.05,General government structural balance
2025,SWE,0.179,General government structural balance
2026,SWE,0.49,General government structural balance
2027,SWE,0.394,General government structural balance
2028,SWE,0.356,General government structural balance
2029,SWE,0.343,General government structural balance
1980,CHE,,General government structural balance
1981,CHE,,General government structural balance
1982,CHE,,General government structural balance
1983,CHE,0.55,General government structural balance
1984,CHE,0.59,General government structural balance
1985,CHE,0.386,General government structural balance
1986,CHE,1.161,General government structural balance
1987,CHE,1.43,General government structural balance
1988,CHE,0.997,General government structural balance
1989,CHE,0.259,General government structural balance
1990,CHE,-0.898,General government structural balance
1991,CHE,-2.177,General government structural balance
1992,CHE,-3.033,General government structural balance
1993,CHE,-2.962,General government structural balance
1994,CHE,-2.618,General government structural balance
1995,CHE,-1.746,General government structural balance
1996,CHE,-1.635,General government structural balance
1997,CHE,-2.106,General government structural balance
1998,CHE,-1.372,General government structural balance
1999,CHE,-1.469,General government structural balance
2000,CHE,-0.285,General government structural balance
2001,CHE,-0.301,General government structural balance
2002,CHE,-1.697,General government structural balance
2003,CHE,-0.768,General government structural balance
2004,CHE,-0.927,General government structural balance
2005,CHE,-0.303,General government structural balance
2006,CHE,0.736,General government structural balance
2007,CHE,1.085,General government structural balance
2008,CHE,1.244,General government structural balance
2009,CHE,1.052,General government structural balance
2010,CHE,0.417,General government structural balance
2011,CHE,0.655,General government structural balance
2012,CHE,0.346,General government structural balance
2013,CHE,-0.359,General government structural balance
2014,CHE,-0.243,General government structural balance
2015,CHE,0.533,General government structural balance
2016,CHE,0.229,General government structural balance
2017,CHE,1.131,General government structural balance
2018,CHE,1.057,General government structural balance
2019,CHE,1.208,General government structural balance
2020,CHE,-2.347,General government structural balance
2021,CHE,-0.152,General government structural balance
2022,CHE,1.041,General government structural balance
2023,CHE,0.507,General government structural balance
2024,CHE,0.603,General government structural balance
2025,CHE,0.253,General government structural balance
2026,CHE,0.228,General government structural balance
2027,CHE,0.219,General government structural balance
2028,CHE,0.206,General government structural balance
2029,CHE,0.205,General government structural balance
1980,SYR,,General government structural balance
1981,SYR,,General government structural balance
1982,SYR,,General government structural balance
1983,SYR,,General government structural balance
1984,SYR,,General government structural balance
1985,SYR,,General government structural balance
1986,SYR,,General government structural balance
1987,SYR,,General government structural balance
1988,SYR,,General government structural balance
1989,SYR,,General government structural balance
1990,SYR,,General government structural balance
1991,SYR,,General government structural balance
1992,SYR,,General government structural balance
1993,SYR,,General government structural balance
1994,SYR,,General government structural balance
1995,SYR,,General government structural balance
1996,SYR,,General government structural balance
1997,SYR,,General government structural balance
1998,SYR,,General government structural balance
1999,SYR,,General government structural balance
2000,SYR,,General government structural balance
2001,SYR,,General government structural balance
2002,SYR,,General government structural balance
2003,SYR,,General government structural balance
2004,SYR,,General government structural balance
2005,SYR,,General government structural balance
2006,SYR,,General government structural balance
2007,SYR,,General government structural balance
2008,SYR,,General government structural balance
2009,SYR,,General government structural balance
2010,SYR,,General government structural balance
2011,SYR,,General government structural balance
2012,SYR,,General government structural balance
2013,SYR,,General government structural balance
2014,SYR,,General government structural balance
2015,SYR,,General government structural balance
2016,SYR,,General government structural balance
2017,SYR,,General government structural balance
2018,SYR,,General government structural balance
2019,SYR,,General government structural balance
2020,SYR,,General government structural balance
2021,SYR,,General government structural balance
2022,SYR,,General government structural balance
2023,SYR,,General government structural balance
2024,SYR,,General government structural balance
2025,SYR,,General government structural balance
2026,SYR,,General government structural balance
2027,SYR,,General government structural balance
2028,SYR,,General government structural balance
2029,SYR,,General government structural balance
1980,TWN,-5.239,General government structural balance
1981,TWN,-3.387,General government structural balance
1982,TWN,-2.593,General government structural balance
1983,TWN,-1.749,General government structural balance
1984,TWN,-1.72,General government structural balance
1985,TWN,-1.25,General government structural balance
1986,TWN,-1.452,General government structural balance
1987,TWN,-2.103,General government structural balance
1988,TWN,-1.857,General government structural balance
1989,TWN,-10.125,General government structural balance
1990,TWN,-3.669,General government structural balance
1991,TWN,-9.066,General government structural balance
1992,TWN,-6.817,General government structural balance
1993,TWN,-5.946,General government structural balance
1994,TWN,-6.233,General government structural balance
1995,TWN,-6.766,General government structural balance
1996,TWN,-7.15,General government structural balance
1997,TWN,-7.579,General government structural balance
1998,TWN,-5.075,General government structural balance
1999,TWN,-2.625,General government structural balance
2000,TWN,-6.331,General government structural balance
2001,TWN,-5.024,General government structural balance
2002,TWN,-4.962,General government structural balance
2003,TWN,-3.931,General government structural balance
2004,TWN,-4.589,General government structural balance
2005,TWN,-2.501,General government structural balance
2006,TWN,-2.342,General government structural balance
2007,TWN,-2.836,General government structural balance
2008,TWN,-2.791,General government structural balance
2009,TWN,-5.126,General government structural balance
2010,TWN,-5.328,General government structural balance
2011,TWN,-4.278,General government structural balance
2012,TWN,-4.338,General government structural balance
2013,TWN,-3.152,General government structural balance
2014,TWN,-2.957,General government structural balance
2015,TWN,-1.789,General government structural balance
2016,TWN,-2.102,General government structural balance
2017,TWN,-1.999,General government structural balance
2018,TWN,-1.778,General government structural balance
2019,TWN,-1.621,General government structural balance
2020,TWN,-2.694,General government structural balance
2021,TWN,-2.316,General government structural balance
2022,TWN,-0.489,General government structural balance
2023,TWN,-0.469,General government structural balance
2024,TWN,-0.539,General government structural balance
2025,TWN,-0.609,General government structural balance
2026,TWN,-0.679,General government structural balance
2027,TWN,-0.749,General government structural balance
2028,TWN,-0.819,General government structural balance
2029,TWN,-0.889,General government structural balance
1980,TJK,,General government structural balance
1981,TJK,,General government structural balance
1982,TJK,,General government structural balance
1983,TJK,,General government structural balance
1984,TJK,,General government structural balance
1985,TJK,,General government structural balance
1986,TJK,,General government structural balance
1987,TJK,,General government structural balance
1988,TJK,,General government structural balance
1989,TJK,,General government structural balance
1990,TJK,,General government structural balance
1991,TJK,,General government structural balance
1992,TJK,,General government structural balance
1993,TJK,,General government structural balance
1994,TJK,,General government structural balance
1995,TJK,,General government structural balance
1996,TJK,,General government structural balance
1997,TJK,,General government structural balance
1998,TJK,,General government structural balance
1999,TJK,,General government structural balance
2000,TJK,,General government structural balance
2001,TJK,,General government structural balance
2002,TJK,,General government structural balance
2003,TJK,,General government structural balance
2004,TJK,,General government structural balance
2005,TJK,,General government structural balance
2006,TJK,,General government structural balance
2007,TJK,,General government structural balance
2008,TJK,,General government structural balance
2009,TJK,,General government structural balance
2010,TJK,,General government structural balance
2011,TJK,,General government structural balance
2012,TJK,,General government structural balance
2013,TJK,,General government structural balance
2014,TJK,,General government structural balance
2015,TJK,,General government structural balance
2016,TJK,,General government structural balance
2017,TJK,,General government structural balance
2018,TJK,,General government structural balance
2019,TJK,,General government structural balance
2020,TJK,,General government structural balance
2021,TJK,,General government structural balance
2022,TJK,,General government structural balance
2023,TJK,,General government structural balance
2024,TJK,,General government structural balance
2025,TJK,,General government structural balance
2026,TJK,,General government structural balance
2027,TJK,,General government structural balance
2028,TJK,,General government structural balance
2029,TJK,,General government structural balance
1980,TZA,,General government structural balance
1981,TZA,,General government structural balance
1982,TZA,,General government structural balance
1983,TZA,,General government structural balance
1984,TZA,,General government structural balance
1985,TZA,,General government structural balance
1986,TZA,,General government structural balance
1987,TZA,,General government structural balance
1988,TZA,,General government structural balance
1989,TZA,,General government structural balance
1990,TZA,,General government structural balance
1991,TZA,,General government structural balance
1992,TZA,,General government structural balance
1993,TZA,,General government structural balance
1994,TZA,,General government structural balance
1995,TZA,,General government structural balance
1996,TZA,,General government structural balance
1997,TZA,,General government structural balance
1998,TZA,,General government structural balance
1999,TZA,,General government structural balance
2000,TZA,,General government structural balance
2001,TZA,,General government structural balance
2002,TZA,,General government structural balance
2003,TZA,,General government structural balance
2004,TZA,,General government structural balance
2005,TZA,,General government structural balance
2006,TZA,,General government structural balance
2007,TZA,,General government structural balance
2008,TZA,,General government structural balance
2009,TZA,,General government structural balance
2010,TZA,,General government structural balance
2011,TZA,,General government structural balance
2012,TZA,,General government structural balance
2013,TZA,,General government structural balance
2014,TZA,,General government structural balance
2015,TZA,,General government structural balance
2016,TZA,,General government structural balance
2017,TZA,,General government structural balance
2018,TZA,,General government structural balance
2019,TZA,,General government structural balance
2020,TZA,,General government structural balance
2021,TZA,,General government structural balance
2022,TZA,,General government structural balance
2023,TZA,,General government structural balance
2024,TZA,,General government structural balance
2025,TZA,,General government structural balance
2026,TZA,,General government structural balance
2027,TZA,,General government structural balance
2028,TZA,,General government structural balance
2029,TZA,,General government structural balance
1980,THA,,General government structural balance
1981,THA,,General government structural balance
1982,THA,,General government structural balance
1983,THA,,General government structural balance
1984,THA,,General government structural balance
1985,THA,,General government structural balance
1986,THA,,General government structural balance
1987,THA,,General government structural balance
1988,THA,,General government structural balance
1989,THA,,General government structural balance
1990,THA,,General government structural balance
1991,THA,,General government structural balance
1992,THA,,General government structural balance
1993,THA,,General government structural balance
1994,THA,,General government structural balance
1995,THA,2.503,General government structural balance
1996,THA,1.755,General government structural balance
1997,THA,-2.675,General government structural balance
1998,THA,-4.945,General government structural balance
1999,THA,-7.33,General government structural balance
2000,THA,-1.035,General government structural balance
2001,THA,-0.653,General government structural balance
2002,THA,-5.186,General government structural balance
2003,THA,1.896,General government structural balance
2004,THA,0.848,General government structural balance
2005,THA,7.734,General government structural balance
2006,THA,5.002,General government structural balance
2007,THA,1.36,General government structural balance
2008,THA,1.305,General government structural balance
2009,THA,-1.243,General government structural balance
2010,THA,0.533,General government structural balance
2011,THA,1.723,General government structural balance
2012,THA,1.044,General government structural balance
2013,THA,0.921,General government structural balance
2014,THA,0.992,General government structural balance
2015,THA,1.748,General government structural balance
2016,THA,0.592,General government structural balance
2017,THA,0.814,General government structural balance
2018,THA,1.158,General government structural balance
2019,THA,1.479,General government structural balance
2020,THA,-2.183,General government structural balance
2021,THA,-5.299,General government structural balance
2022,THA,-3.148,General government structural balance
2023,THA,-1.575,General government structural balance
2024,THA,-2.111,General government structural balance
2025,THA,-2.026,General government structural balance
2026,THA,-1.838,General government structural balance
2027,THA,-1.68,General government structural balance
2028,THA,-1.44,General government structural balance
2029,THA,-1.326,General government structural balance
1980,TLS,,General government structural balance
1981,TLS,,General government structural balance
1982,TLS,,General government structural balance
1983,TLS,,General government structural balance
1984,TLS,,General government structural balance
1985,TLS,,General government structural balance
1986,TLS,,General government structural balance
1987,TLS,,General government structural balance
1988,TLS,,General government structural balance
1989,TLS,,General government structural balance
1990,TLS,,General government structural balance
1991,TLS,,General government structural balance
1992,TLS,,General government structural balance
1993,TLS,,General government structural balance
1994,TLS,,General government structural balance
1995,TLS,,General government structural balance
1996,TLS,,General government structural balance
1997,TLS,,General government structural balance
1998,TLS,,General government structural balance
1999,TLS,,General government structural balance
2000,TLS,,General government structural balance
2001,TLS,,General government structural balance
2002,TLS,,General government structural balance
2003,TLS,,General government structural balance
2004,TLS,,General government structural balance
2005,TLS,,General government structural balance
2006,TLS,,General government structural balance
2007,TLS,,General government structural balance
2008,TLS,,General government structural balance
2009,TLS,,General government structural balance
2010,TLS,,General government structural balance
2011,TLS,,General government structural balance
2012,TLS,,General government structural balance
2013,TLS,,General government structural balance
2014,TLS,,General government structural balance
2015,TLS,,General government structural balance
2016,TLS,,General government structural balance
2017,TLS,,General government structural balance
2018,TLS,,General government structural balance
2019,TLS,,General government structural balance
2020,TLS,,General government structural balance
2021,TLS,,General government structural balance
2022,TLS,,General government structural balance
2023,TLS,,General government structural balance
2024,TLS,,General government structural balance
2025,TLS,,General government structural balance
2026,TLS,,General government structural balance
2027,TLS,,General government structural balance
2028,TLS,,General government structural balance
2029,TLS,,General government structural balance
1980,TGO,,General government structural balance
1981,TGO,,General government structural balance
1982,TGO,,General government structural balance
1983,TGO,,General government structural balance
1984,TGO,,General government structural balance
1985,TGO,,General government structural balance
1986,TGO,,General government structural balance
1987,TGO,,General government structural balance
1988,TGO,,General government structural balance
1989,TGO,,General government structural balance
1990,TGO,,General government structural balance
1991,TGO,,General government structural balance
1992,TGO,,General government structural balance
1993,TGO,,General government structural balance
1994,TGO,,General government structural balance
1995,TGO,,General government structural balance
1996,TGO,,General government structural balance
1997,TGO,,General government structural balance
1998,TGO,,General government structural balance
1999,TGO,,General government structural balance
2000,TGO,,General government structural balance
2001,TGO,,General government structural balance
2002,TGO,,General government structural balance
2003,TGO,,General government structural balance
2004,TGO,,General government structural balance
2005,TGO,,General government structural balance
2006,TGO,,General government structural balance
2007,TGO,,General government structural balance
2008,TGO,,General government structural balance
2009,TGO,,General government structural balance
2010,TGO,,General government structural balance
2011,TGO,,General government structural balance
2012,TGO,,General government structural balance
2013,TGO,,General government structural balance
2014,TGO,,General government structural balance
2015,TGO,,General government structural balance
2016,TGO,,General government structural balance
2017,TGO,,General government structural balance
2018,TGO,,General government structural balance
2019,TGO,,General government structural balance
2020,TGO,,General government structural balance
2021,TGO,,General government structural balance
2022,TGO,,General government structural balance
2023,TGO,,General government structural balance
2024,TGO,,General government structural balance
2025,TGO,,General government structural balance
2026,TGO,,General government structural balance
2027,TGO,,General government structural balance
2028,TGO,,General government structural balance
2029,TGO,,General government structural balance
1980,TON,,General government structural balance
1981,TON,,General government structural balance
1982,TON,,General government structural balance
1983,TON,,General government structural balance
1984,TON,,General government structural balance
1985,TON,,General government structural balance
1986,TON,,General government structural balance
1987,TON,,General government structural balance
1988,TON,,General government structural balance
1989,TON,,General government structural balance
1990,TON,,General government structural balance
1991,TON,,General government structural balance
1992,TON,,General government structural balance
1993,TON,,General government structural balance
1994,TON,,General government structural balance
1995,TON,,General government structural balance
1996,TON,,General government structural balance
1997,TON,,General government structural balance
1998,TON,,General government structural balance
1999,TON,,General government structural balance
2000,TON,,General government structural balance
2001,TON,,General government structural balance
2002,TON,,General government structural balance
2003,TON,,General government structural balance
2004,TON,,General government structural balance
2005,TON,,General government structural balance
2006,TON,,General government structural balance
2007,TON,,General government structural balance
2008,TON,,General government structural balance
2009,TON,,General government structural balance
2010,TON,,General government structural balance
2011,TON,,General government structural balance
2012,TON,,General government structural balance
2013,TON,,General government structural balance
2014,TON,,General government structural balance
2015,TON,,General government structural balance
2016,TON,,General government structural balance
2017,TON,,General government structural balance
2018,TON,,General government structural balance
2019,TON,,General government structural balance
2020,TON,,General government structural balance
2021,TON,,General government structural balance
2022,TON,,General government structural balance
2023,TON,,General government structural balance
2024,TON,,General government structural balance
2025,TON,,General government structural balance
2026,TON,,General government structural balance
2027,TON,,General government structural balance
2028,TON,,General government structural balance
2029,TON,,General government structural balance
1980,TTO,,General government structural balance
1981,TTO,,General government structural balance
1982,TTO,,General government structural balance
1983,TTO,,General government structural balance
1984,TTO,,General government structural balance
1985,TTO,,General government structural balance
1986,TTO,,General government structural balance
1987,TTO,,General government structural balance
1988,TTO,,General government structural balance
1989,TTO,,General government structural balance
1990,TTO,,General government structural balance
1991,TTO,,General government structural balance
1992,TTO,,General government structural balance
1993,TTO,,General government structural balance
1994,TTO,,General government structural balance
1995,TTO,,General government structural balance
1996,TTO,,General government structural balance
1997,TTO,,General government structural balance
1998,TTO,,General government structural balance
1999,TTO,,General government structural balance
2000,TTO,,General government structural balance
2001,TTO,,General government structural balance
2002,TTO,,General government structural balance
2003,TTO,,General government structural balance
2004,TTO,,General government structural balance
2005,TTO,,General government structural balance
2006,TTO,,General government structural balance
2007,TTO,,General government structural balance
2008,TTO,,General government structural balance
2009,TTO,,General government structural balance
2010,TTO,,General government structural balance
2011,TTO,,General government structural balance
2012,TTO,,General government structural balance
2013,TTO,,General government structural balance
2014,TTO,,General government structural balance
2015,TTO,,General government structural balance
2016,TTO,,General government structural balance
2017,TTO,,General government structural balance
2018,TTO,,General government structural balance
2019,TTO,,General government structural balance
2020,TTO,,General government structural balance
2021,TTO,,General government structural balance
2022,TTO,,General government structural balance
2023,TTO,,General government structural balance
2024,TTO,,General government structural balance
2025,TTO,,General government structural balance
2026,TTO,,General government structural balance
2027,TTO,,General government structural balance
2028,TTO,,General government structural balance
2029,TTO,,General government structural balance
1980,TUN,,General government structural balance
1981,TUN,,General government structural balance
1982,TUN,,General government structural balance
1983,TUN,,General government structural balance
1984,TUN,,General government structural balance
1985,TUN,,General government structural balance
1986,TUN,,General government structural balance
1987,TUN,,General government structural balance
1988,TUN,,General government structural balance
1989,TUN,,General government structural balance
1990,TUN,,General government structural balance
1991,TUN,-5.845,General government structural balance
1992,TUN,-4.194,General government structural balance
1993,TUN,-3.035,General government structural balance
1994,TUN,-2.342,General government structural balance
1995,TUN,-3.592,General government structural balance
1996,TUN,-4.885,General government structural balance
1997,TUN,-3.835,General government structural balance
1998,TUN,-3.186,General government structural balance
1999,TUN,-3.648,General government structural balance
2000,TUN,-3.574,General government structural balance
2001,TUN,-3.137,General government structural balance
2002,TUN,-2.304,General government structural balance
2003,TUN,-2.453,General government structural balance
2004,TUN,-2.316,General government structural balance
2005,TUN,-2.701,General government structural balance
2006,TUN,-2.591,General government structural balance
2007,TUN,-3.185,General government structural balance
2008,TUN,-1.623,General government structural balance
2009,TUN,-3.387,General government structural balance
2010,TUN,-0.947,General government structural balance
2011,TUN,-3.007,General government structural balance
2012,TUN,-5.603,General government structural balance
2013,TUN,-6.069,General government structural balance
2014,TUN,-4.062,General government structural balance
2015,TUN,-4.981,General government structural balance
2016,TUN,-6.009,General government structural balance
2017,TUN,-5.964,General government structural balance
2018,TUN,-4.807,General government structural balance
2019,TUN,-4.177,General government structural balance
2020,TUN,-7.336,General government structural balance
2021,TUN,-6.325,General government structural balance
2022,TUN,-7.217,General government structural balance
2023,TUN,-6.487,General government structural balance
2024,TUN,-5.392,General government structural balance
2025,TUN,-4.918,General government structural balance
2026,TUN,-4.783,General government structural balance
2027,TUN,-4.74,General government structural balance
2028,TUN,-4.855,General government structural balance
2029,TUN,-4.855,General government structural balance
1980,TUR,,General government structural balance
1981,TUR,,General government structural balance
1982,TUR,,General government structural balance
1983,TUR,,General government structural balance
1984,TUR,,General government structural balance
1985,TUR,,General government structural balance
1986,TUR,,General government structural balance
1987,TUR,,General government structural balance
1988,TUR,,General government structural balance
1989,TUR,,General government structural balance
1990,TUR,,General government structural balance
1991,TUR,,General government structural balance
1992,TUR,,General government structural balance
1993,TUR,,General government structural balance
1994,TUR,,General government structural balance
1995,TUR,,General government structural balance
1996,TUR,,General government structural balance
1997,TUR,,General government structural balance
1998,TUR,,General government structural balance
1999,TUR,,General government structural balance
2000,TUR,-9.51,General government structural balance
2001,TUR,-9.317,General government structural balance
2002,TUR,-9.942,General government structural balance
2003,TUR,-6.61,General government structural balance
2004,TUR,-4.025,General government structural balance
2005,TUR,-1.606,General government structural balance
2006,TUR,-2.478,General government structural balance
2007,TUR,-4.278,General government structural balance
2008,TUR,-4.193,General government structural balance
2009,TUR,-3.284,General government structural balance
2010,TUR,-2.265,General government structural balance
2011,TUR,-1.1,General government structural balance
2012,TUR,-2.025,General government structural balance
2013,TUR,-2.249,General government structural balance
2014,TUR,-1.796,General government structural balance
2015,TUR,-1.62,General government structural balance
2016,TUR,-1.975,General government structural balance
2017,TUR,-2.74,General government structural balance
2018,TUR,-4.592,General government structural balance
2019,TUR,-5.952,General government structural balance
2020,TUR,-3.921,General government structural balance
2021,TUR,-3.766,General government structural balance
2022,TUR,-1.969,General government structural balance
2023,TUR,-2.739,General government structural balance
2024,TUR,-4.365,General government structural balance
2025,TUR,-3.59,General government structural balance
2026,TUR,-3.061,General government structural balance
2027,TUR,-3.743,General government structural balance
2028,TUR,-3.702,General government structural balance
2029,TUR,-3.599,General government structural balance
1980,TKM,,General government structural balance
1981,TKM,,General government structural balance
1982,TKM,,General government structural balance
1983,TKM,,General government structural balance
1984,TKM,,General government structural balance
1985,TKM,,General government structural balance
1986,TKM,,General government structural balance
1987,TKM,,General government structural balance
1988,TKM,,General government structural balance
1989,TKM,,General government structural balance
1990,TKM,,General government structural balance
1991,TKM,,General government structural balance
1992,TKM,,General government structural balance
1993,TKM,,General government structural balance
1994,TKM,,General government structural balance
1995,TKM,,General government structural balance
1996,TKM,,General government structural balance
1997,TKM,,General government structural balance
1998,TKM,,General government structural balance
1999,TKM,,General government structural balance
2000,TKM,,General government structural balance
2001,TKM,,General government structural balance
2002,TKM,,General government structural balance
2003,TKM,,General government structural balance
2004,TKM,,General government structural balance
2005,TKM,,General government structural balance
2006,TKM,,General government structural balance
2007,TKM,,General government structural balance
2008,TKM,,General government structural balance
2009,TKM,,General government structural balance
2010,TKM,,General government structural balance
2011,TKM,,General government structural balance
2012,TKM,,General government structural balance
2013,TKM,,General government structural balance
2014,TKM,,General government structural balance
2015,TKM,,General government structural balance
2016,TKM,,General government structural balance
2017,TKM,,General government structural balance
2018,TKM,,General government structural balance
2019,TKM,,General government structural balance
2020,TKM,,General government structural balance
2021,TKM,,General government structural balance
2022,TKM,,General government structural balance
2023,TKM,,General government structural balance
2024,TKM,,General government structural balance
2025,TKM,,General government structural balance
2026,TKM,,General government structural balance
2027,TKM,,General government structural balance
2028,TKM,,General government structural balance
2029,TKM,,General government structural balance
1980,TUV,,General government structural balance
1981,TUV,,General government structural balance
1982,TUV,,General government structural balance
1983,TUV,,General government structural balance
1984,TUV,,General government structural balance
1985,TUV,,General government structural balance
1986,TUV,,General government structural balance
1987,TUV,,General government structural balance
1988,TUV,,General government structural balance
1989,TUV,,General government structural balance
1990,TUV,,General government structural balance
1991,TUV,,General government structural balance
1992,TUV,,General government structural balance
1993,TUV,,General government structural balance
1994,TUV,,General government structural balance
1995,TUV,,General government structural balance
1996,TUV,,General government structural balance
1997,TUV,,General government structural balance
1998,TUV,,General government structural balance
1999,TUV,,General government structural balance
2000,TUV,,General government structural balance
2001,TUV,,General government structural balance
2002,TUV,,General government structural balance
2003,TUV,,General government structural balance
2004,TUV,,General government structural balance
2005,TUV,,General government structural balance
2006,TUV,,General government structural balance
2007,TUV,,General government structural balance
2008,TUV,,General government structural balance
2009,TUV,,General government structural balance
2010,TUV,,General government structural balance
2011,TUV,,General government structural balance
2012,TUV,,General government structural balance
2013,TUV,,General government structural balance
2014,TUV,,General government structural balance
2015,TUV,,General government structural balance
2016,TUV,,General government structural balance
2017,TUV,,General government structural balance
2018,TUV,,General government structural balance
2019,TUV,,General government structural balance
2020,TUV,,General government structural balance
2021,TUV,,General government structural balance
2022,TUV,,General government structural balance
2023,TUV,,General government structural balance
2024,TUV,,General government structural balance
2025,TUV,,General government structural balance
2026,TUV,,General government structural balance
2027,TUV,,General government structural balance
2028,TUV,,General government structural balance
2029,TUV,,General government structural balance
1980,UGA,,General government structural balance
1981,UGA,,General government structural balance
1982,UGA,,General government structural balance
1983,UGA,,General government structural balance
1984,UGA,,General government structural balance
1985,UGA,,General government structural balance
1986,UGA,,General government structural balance
1987,UGA,,General government structural balance
1988,UGA,,General government structural balance
1989,UGA,,General government structural balance
1990,UGA,,General government structural balance
1991,UGA,,General government structural balance
1992,UGA,,General government structural balance
1993,UGA,,General government structural balance
1994,UGA,,General government structural balance
1995,UGA,,General government structural balance
1996,UGA,,General government structural balance
1997,UGA,,General government structural balance
1998,UGA,,General government structural balance
1999,UGA,,General government structural balance
2000,UGA,,General government structural balance
2001,UGA,,General government structural balance
2002,UGA,,General government structural balance
2003,UGA,,General government structural balance
2004,UGA,,General government structural balance
2005,UGA,,General government structural balance
2006,UGA,,General government structural balance
2007,UGA,,General government structural balance
2008,UGA,,General government structural balance
2009,UGA,,General government structural balance
2010,UGA,,General government structural balance
2011,UGA,,General government structural balance
2012,UGA,,General government structural balance
2013,UGA,,General government structural balance
2014,UGA,,General government structural balance
2015,UGA,,General government structural balance
2016,UGA,,General government structural balance
2017,UGA,,General government structural balance
2018,UGA,,General government structural balance
2019,UGA,,General government structural balance
2020,UGA,,General government structural balance
2021,UGA,,General government structural balance
2022,UGA,,General government structural balance
2023,UGA,,General government structural balance
2024,UGA,,General government structural balance
2025,UGA,,General government structural balance
2026,UGA,,General government structural balance
2027,UGA,,General government structural balance
2028,UGA,,General government structural balance
2029,UGA,,General government structural balance
1980,UKR,,General government structural balance
1981,UKR,,General government structural balance
1982,UKR,,General government structural balance
1983,UKR,,General government structural balance
1984,UKR,,General government structural balance
1985,UKR,,General government structural balance
1986,UKR,,General government structural balance
1987,UKR,,General government structural balance
1988,UKR,,General government structural balance
1989,UKR,,General government structural balance
1990,UKR,,General government structural balance
1991,UKR,,General government structural balance
1992,UKR,,General government structural balance
1993,UKR,,General government structural balance
1994,UKR,,General government structural balance
1995,UKR,,General government structural balance
1996,UKR,,General government structural balance
1997,UKR,,General government structural balance
1998,UKR,,General government structural balance
1999,UKR,,General government structural balance
2000,UKR,,General government structural balance
2001,UKR,,General government structural balance
2002,UKR,,General government structural balance
2003,UKR,-1.229,General government structural balance
2004,UKR,-6.585,General government structural balance
2005,UKR,-2.137,General government structural balance
2006,UKR,-2.063,General government structural balance
2007,UKR,-4.02,General government structural balance
2008,UKR,-3.798,General government structural balance
2009,UKR,-2.253,General government structural balance
2010,UKR,-2.713,General government structural balance
2011,UKR,-3.116,General government structural balance
2012,UKR,-4.408,General government structural balance
2013,UKR,-4.828,General government structural balance
2014,UKR,-2.961,General government structural balance
2015,UKR,-0.796,General government structural balance
2016,UKR,-1.735,General government structural balance
2017,UKR,-1.842,General government structural balance
2018,UKR,-2.476,General government structural balance
2019,UKR,-1.678,General government structural balance
2020,UKR,-5.1,General government structural balance
2021,UKR,-3.279,General government structural balance
2022,UKR,-14.973,General government structural balance
2023,UKR,,General government structural balance
2024,UKR,,General government structural balance
2025,UKR,,General government structural balance
2026,UKR,,General government structural balance
2027,UKR,,General government structural balance
2028,UKR,,General government structural balance
2029,UKR,,General government structural balance
1980,ARE,,General government structural balance
1981,ARE,,General government structural balance
1982,ARE,,General government structural balance
1983,ARE,,General government structural balance
1984,ARE,,General government structural balance
1985,ARE,,General government structural balance
1986,ARE,,General government structural balance
1987,ARE,,General government structural balance
1988,ARE,,General government structural balance
1989,ARE,,General government structural balance
1990,ARE,,General government structural balance
1991,ARE,,General government structural balance
1992,ARE,,General government structural balance
1993,ARE,,General government structural balance
1994,ARE,,General government structural balance
1995,ARE,,General government structural balance
1996,ARE,,General government structural balance
1997,ARE,,General government structural balance
1998,ARE,,General government structural balance
1999,ARE,,General government structural balance
