Nitrate_Resource,COMMTYPE,LONGITUD,COMBINACION_CRITICO,CRITICO_3,Iodine_Resource,ESTADO_DEPOSITO,Molybdenum_Reserve,OPERATOR_NAME,ECAP,DDLAT,Rare Earths_Resource,COMUNA,Potassium_Reserve,ANNCAP,Titanium_Resource,OWNER_NAME,CRITICO_1,NOMBRE_DEPOSITO,OrdFranj,PROVINCIA,OPERATOR,FACTYPE,STATUS,OWNER,COUNTRY,ADM1,LOCACC,ELEVACION,LATITUD,YEAR,OTROS_NOMBRES,Lithium_Reserve,LOCDESC,PRIMARY_COMMODITY,DDLONG,Manganese_Resource,MIN_PROD,Copper_Reserve,SOURCEID,FACILITY_TYPE,OrdReg,ISO_CC,ID,MULTI_PROD,FACID_NUM,Iron_Reserve,REGION,Cobalt_Resource,Iron_Resource,FACILITY_NAME,UNITS,COMMODITY,Potassium_Resource,MODELO_DEPOSITO,Silver_Reserve,Zinc_Resource,MULTI_COMM,FACID,Gold_Resource,Boron_Resource,VALOR_DATO,ID_SIA_YACIMIENTO,ID_ATLAS_FAENA,Copper_Resource,Molybdenum_Resource,Lithium_Resource,Iodine_Reserve,SISTEMA_MINERAL,Boron_Reserve,SOURCE,COMB_CRIT_COD,ALL_COMMODITIES_RAW,FRANJA_METALOGENICA,Gold_Reserve,OTROS_CRITICOS,COMBOCAP,ROWID,OBJECTID,GRUPO_MODELO,CRITICO_2,LOCNAME,Nitrate_Reserve,Zinc_Reserve,REFERENCIA,CAPACITY_UNITS,Silver_Resource,COMMENTS,CRITICO_4,CAPACITY,N_COMMODITIES,COMMODITY_LIST_STR,COCHILCO_CU_2024_KMT,COCHILCO_COMPANY,COCHILCO_MO_2024_MT,COCHILCO_AU_2024_KG,COCHILCO_AG_2024_KG,COCHILCO_FE_2024_KMT,COCHILCO_ZN_2024_MT,COCHILCO_PB_2024_MT,COCHILCO_LICO3_2024_MT,COCHILCO_LIOH_2024_MT,COCHILCO_LISO4_2024_MT,COCHILCO_IO_2024_MT,COCHILCO_NO3_2024_MT,COCHILCO_ULEXITE_2024_MT,COCHILCO_BORICACID_2024_MT,COCHILCO_KCL_2024_MT,COCHILCO_SALT_2024_MT,COCHILCO_CUSO4_2024_MT,COCHILCO_LIMESTONE_2024_MT,COCHILCO_GYPSUM_2024_MT,COCHILCO_PUMICITE_2024_MT,COCHILCO_QUARTZ_2024_MT,COCHILCO_SILICASAND_2024_MT,COCHILCO_BAUXCLAY_2024_MT,COCHILCO_KAOLIN_2024_MT,COCHILCO_BENTONITE_2024_MT,COCHILCO_DIATOMITE_2024_MT,COCHILCO_DOLOMITE_2024_MT,COCHILCO_TALC_2024_MT,COCHILCO_PERLITE_2024_MT,COCHILCO_PEAT_2024_MT,COCHILCO_PHOSPHATE_2024_MT,COCHILCO_COQUINA_2024_MT,COCHILCO_WHITITE_2024_MT,COCHILCO_ZEOLITE_2024_MT,USD_VALUE_CU,USD_VALUE_MO,USD_VALUE_AU,USD_VALUE_AG,USD_VALUE_FE,USD_VALUE_ZN,USD_VALUE_PB,USD_VALUE_LICO3,USD_VALUE_LIOH,USD_VALUE_LISO4,USD_VALUE_IO,USD_VALUE_NO3,USD_VALUE_ULEXITE,USD_VALUE_BORICACID,USD_VALUE_KCL,USD_VALUE_SALT,USD_VALUE_CUSO4,USD_VALUE_LIMESTONE,USD_VALUE_COQUINA,USD_VALUE_WHITECACO3,USD_VALUE_GYPSUM,USD_VALUE_PUMICITE,USD_VALUE_QUARTZ,USD_VALUE_SILICASAND,USD_VALUE_BAUXCLAY,USD_VALUE_KAOLIN,USD_VALUE_BENTONITE,USD_VALUE_DIATOMITE,USD_VALUE_DOLOMITE,USD_VALUE_TALC,USD_VALUE_PERLITE,USD_VALUE_PEAT,USD_VALUE_PHOSPHATE,USD_VALUE_ZEOLITE,USD_VALUE_TOTAL,CHAIN_STAGE
,Industrial,-71.1239,,,,,,Mario Alberto Pizarro A.S.A.,e,-31.0558,,,,600,,Mario Alberto Pizarro A.S.A.,,,,,Mario Alberto Pizarro A.S.A.,P,Active,Mario Alberto Pizarro A.S.A.,Chile,Coquimbo,E,,-31.0558,2014.0,,,"Plant at Los Vilos, Coquimbo (Region IV)",Kaolin,-71.1239,,Kaolin,,801,Processing Plant,,CL,,,230.0,,Coquimbo,,,Plant at Los Vilos,mt,Kaolin,,,,,Y,CL230,,,,,,,,,,,,USGS_MINFAC_2017,,Kaolin,,,,,776.0,,,,Plant at Los Vilos,,,,mt,,,,600,1,Kaolin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,processing
,Industrial,-71.2022,,,,,,Mario Alberto Pizarro A.S.A.,e,-31.068,,,,"1,000",,Mario Alberto Pizarro A.S.A.,,,,,Mario Alberto Pizarro A.S.A.,P,Active,Mario Alberto Pizarro A.S.A.,Chile,Coquimbo,E,,-31.068,2014.0,,,"Plant at Los Vilos, Coquimbo (Region IV)",Pyrophyllite,-71.2022,,Pyrophyllite,,802,Processing Plant,,CL,,,230.0,,Coquimbo,,,Plant at Los Vilos,mt,Pyrophyllite,,,,,Y,CL230,,,,,,,,,,,,USGS_MINFAC_2017,,Pyrophyllite,,,,,777.0,,,,Plant at Los Vilos,,,,mt,,,,"1,000",1,Pyrophyllite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,processing
,Metal,-71.215,,,,,,Soprocal Calerías e Industrias S.A.,e,-33.6775,,,,165,,Soprocal Calerías e Industrias S.A.,,,,,Soprocal Calerías e Industrias S.A.,P,Active,Soprocal Calerías e Industrias S.A.,Chile,Santiago,E,,-33.6775,2014.0,,,"Plant at Melipilla, Santiago Metropolitan Region",Lime,-71.215,,Lime (hydraulic),,803,Processing Plant,,CL,,,231.0,,Santiago,,,Plant at Melipilla,tmt,Lime,,,,,,CL231,,,,,,,,,,,,USGS_MINFAC_2017,,Lime,,,,,778.0,,,,Plant at Melipilla,,,,tmt,,,,165,1,Lime,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,processing
,Industrial,-70.3086,,,,,,Celite Chile Ltda. ,e,-18.4104,,,,30,,"IMERYS S.A., 100%",,,,,Celite Chile Ltda. ,P,Active,"IMERYS S.A., 100%",Chile,Arica y Parinacota,E,,-18.4104,2014.0,,,"Plant at Port of Arica, and mining operations nearby in Regions I and XV",Diatomite,-70.3086,,Diatomite,,805,Processing Plant,,CL,,,233.0,,Arica y Parinacota,,,Plant at Port of Arica,tmt,Diatomite,,,,,,CL233,,,,,,,,,,,,USGS_MINFAC_2017,,Diatomite,,,,***CL232-233,779.0,,,,Plant at Port of Arica,,,,tmt,,,,30,1,Diatomite,,,,,,,,,,,,,,,,,,,,,,,,,,,1614.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,645600.0,,,,,,,645600.0,processing
,Industrial,-70.2593,,,,,,SQM Salar S.A. ,e,-23.6414,,,,"48,000",,"Sociedad Química y Minera de Chile S.A. (SQM), 100%",,,,,SQM Salar S.A. ,B,Active,"Sociedad Química y Minera de Chile S.A. (SQM), 100%",Chile,Antofagasta,E,,-23.6414,2014.0,,,"Plant at Salar del Carmen, near the city of Antofagasta, Antofagasta (Region II)",Lithium,-70.2593,,Lithium carbonate,,806,Processing Plant,,CL,,Y,234.0,,Antofagasta,,,Plant at Salar del Carmen,mt,Lithium,,,,,,CL234,,,,,,,,,,,,USGS_MINFAC_2017,,Lithium,,,,,780.0,,,,Plant at Salar del Carmen,,,,mt,,,,"48,000",1,Lithium,,,,,,,,,27845.0,2373.777777777778,5946.11111111111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368946250.0,34597811.11111112,55150180.55555555,,,,,,,,,,,,,,,,,,,,,,,,,458694241.6666667,processing
,Industrial,-70.2593,,,,,,SQM Salar S.A. ,,-23.6414,,,,,,"Sociedad Química y Minera de Chile S.A. (SQM), 100%",,,,,SQM Salar S.A. ,B,Active,"Sociedad Química y Minera de Chile S.A. (SQM), 100%",Chile,Antofagasta,E,,-23.6414,2014.0,,,"Plant at Salar del Carmen, near the city of Antofagasta, Antofagasta (Region II)",Lithium,-70.2593,,Lithium chloride,,807,Processing Plant,,CL,,Y,234.0,,Antofagasta,,,Plant at Salar del Carmen,,Lithium,,,,,,CL234,,,,,,,,,,,,USGS_MINFAC_2017,,Lithium,,,,,781.0,,,,Plant at Salar del Carmen,,,,,,,,,1,Lithium,,,,,,,,,27845.0,2373.777777777778,5946.11111111111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368946250.0,34597811.11111112,55150180.55555555,,,,,,,,,,,,,,,,,,,,,,,,,458694241.6666667,processing
,Industrial,-70.2749,,,,,,Compañía Minera Feltre Ltda.,,-28.823,,,,,,Compañía Minera Feltre Ltda.,,,,,Compañía Minera Feltre Ltda.,P,Active,Compañía Minera Feltre Ltda.,Chile,Atacama,E,,-28.823,2014.0,,,"Plant at Santiago, Santiago Metropolitan Region ",Calcium Carbonate,-70.2749,,Calcium carbonate (natural),,808,Processing Plant,,CL,,,235.0,,Atacama,,,Plant at Santiago,,Calcium carbonate,,,,,,CL235,,,,,,,,,,,,USGS_MINFAC_2017,,Calcium carbonate,,,,,782.0,,,,Plant at Santiago,,,,,,,,,1,Calcium Carbonate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25848.800000000003,,,,,,,,,,,,,,,,,,,,,2067904.0000000002,,,,,,,,,,,,,,,2067904.0000000002,processing
,Industrial,-71.096,,,,,,Compañía Minera Saturno Ltda.,,-29.8408,,,,,,Compañía Minera Saturno Ltda.,,,,,Compañía Minera Saturno Ltda.,P,Active,Compañía Minera Saturno Ltda.,Chile,Coquimbo,E,,-29.8408,2014.0,,,"Plant at Santiago, Santiago Metropolitan Region ",Calcium Carbonate,-71.096,,Calcium carbonate (natural),,809,Processing Plant,,CL,,,236.0,,Coquimbo,,,Plant at Santiago,,Calcium carbonate,,,,,,CL236,,,,,,,,,,,,USGS_MINFAC_2017,,Calcium carbonate,,,,,783.0,,,,Plant at Santiago,,,,,,,,,1,Calcium Carbonate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,processing
,Industrial,-72.5964,,,,,,Cristalerías Toro S.A.I.C.,,-35.5637,,,,,,Cristalerías Toro S.A.I.C.,,,,,Cristalerías Toro S.A.I.C.,P,Active,Cristalerías Toro S.A.I.C.,Chile,Maule,E,,-35.5637,2014.0,,,"Plant at Santiago, Santiago Metropolitan Region ",Calcium Carbonate,-72.5964,,Calcium carbonate (natural),,"810, 1784",Processing Plant,,CL,,,237.0,,Maule,,,Plant at Santiago,,Calcium carbonate,,,,,,CL237,,,,,,,,,,,,USGS_MINFAC_2017,,Calcium carbonate,,,,,784.0,,,,Plant at Santiago,,,,,,,,,1,Calcium Carbonate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,processing
,Industrial,-71.0102,,,,,,Unimin Chile Ltda.,,-27.7598,,,,,,Unimin Chile Ltda.,,,,,Unimin Chile Ltda.,P,Active,Unimin Chile Ltda.,Chile,Atacama,E,,-27.7598,2014.0,,,"Plant at Santiago, Santiago Metropolitan Region ",Calcium Carbonate,-71.0102,,Calcium carbonate (natural),,811,Processing Plant,,CL,,,238.0,,Atacama,,,Plant at Santiago,,Calcium carbonate,,,,,,CL238,,,,,,,,,,,,USGS_MINFAC_2017,,Calcium carbonate,,,,,785.0,,,,Plant at Santiago,,,,,,,,,1,Calcium Carbonate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25848.800000000003,,,,,,,,,,,,,,,,,,,,,2067904.0000000002,,,,,,,,,,,,,,,2067904.0000000002,processing
,Industrial,-70.8243,,,,,,Harborlite Chile Ltda. ,,-33.4035,,,,,,"IMERYS S.A., 100%",,,,,Harborlite Chile Ltda. ,P,Active,"IMERYS S.A., 100%",Chile,Santiago,E,,-33.4035,2014.0,,,"Laguna del Maule Mine at Talca, Maule (Region VII), and plant at Santiago, Santiago Metropolitan Region",Pumicite,-70.8243,,Pumicite (including pozzolan),,678,Processing Plant,,CL,,,135.0,,Santiago,,,Plant at Santiago,,Pumicite,,,,,,CL135,,,,,,,,,,,,USGS_MINFAC_2017,,Pumicite,,,,,786.0,,,,Plant at Santiago,,,,,,,,,1,Pumicite,,,,,,,,,,,,,,,,,,,,,148043.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5181505.0,,,,,,,,,,,,,5181505.0,processing
,Industrial,-70.7167,,,,,,Empresas El Melón S.A.,e,-33.5401,,,,"1,200",,Empresas El Melón S.A.,,,,,Empresas El Melón S.A.,P,Active,Empresas El Melón S.A.,Chile,Santiago,E,,-33.5401,2014.0,,,"Quarry at Rinconada Lo Vial near Maipu, and plant at Santiago, Santiago Metropolitan Region",Pumicite,-70.7167,,Pumicite (including pozzolan),,866,Processing Plant,,CL,,,289.0,,Santiago,,,Plant at Santiago,tmt,Pumicite,,,,,,CL289,,,,,,,,,,,,USGS_MINFAC_2017,,Pumicite,,,,***CL289-290,787.0,,,,Plant at Santiago,,,,tmt,,,,"1,200",1,Pumicite,,,,,,,,,,,,,,,,,,,,,148043.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5181505.0,,,,,,,,,,,,,5181505.0,processing
,Industrial,-70.4281,,,,,,Minera Río Teno S.A. ,,-35.0098,,,,,,"Cementos Bío Bío S.A., 100%",,,,,Minera Río Teno S.A. ,P,Active,"Cementos Bío Bío S.A., 100%",Chile,Maule,E,,-35.0098,2014.0,,,"Quarry and plant at Teno, near Curico, Maule (Region VII)",Calcium Carbonate,-70.4281,,Calcium carbonate (natural),,839,Processing Plant,,CL,,,266.0,,Maule,,,Plant at Teno,,Calcium carbonate,,,,,,CL266,,,,,,,,,,,,USGS_MINFAC_2017,,Calcium carbonate,,,,,788.0,,,,Plant at Teno,,,,,,,,,1,Calcium Carbonate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,processing
,Industrial,-70.8963,,,,,,Minera Lealtad Ltda.,,-33.0881,,,,,,Minera Lealtad Ltda.,,,,,Minera Lealtad Ltda.,P,Active,Minera Lealtad Ltda.,Chile,Santiago,E,,-33.0881,2014.0,,,"Mine and plant at Til Til, Santiago Metropolitan Region",Kaolin,-70.8963,,Kaolin,,726,Processing Plant,,CL,,,171.0,,Santiago,,,Plant at Til Til,,Kaolin,,,,,,CL171,,,,,,,,,,,,USGS_MINFAC_2017,,Kaolin,,,,,789.0,,,,Plant at Til Til,,,,,,,,,1,Kaolin,,,,,,,,,,,,,,,,,,,,,,,,,26868.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4701900.0,,,,,,,,,4701900.0,processing
,Industrial,-75.344,,,,,,Imopac Ltda.,,-50.3586,,,,,,Imopac Ltda.,,,,,Imopac Ltda.,P,Active,Imopac Ltda.,Chile,Atacama,E,,-50.3586,2014.0,,,"Plant at Vallenar, Atacama (Region III)",Calcium Carbonate,-75.344,,Calcium carbonate (natural),,812,Processing Plant,,CL,,,239.0,,Atacama,,,Plant at Vallenar,,Calcium carbonate,,,,,,CL239,,,,,,,,,,,,USGS_MINFAC_2017,,Calcium carbonate,,,,,790.0,,,,Plant at Vallenar,,,,,,,,,1,Calcium Carbonate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25848.800000000003,,,,,,,,,,,,,,,,,,,,,2067904.0000000002,,,,,,,,,,,,,,,2067904.0000000002,processing
,Industrial,-70.7417,,,,,,Sociedad Contractual Minera Pirineos ,,-28.537,,,,,,Sociedad Contractual Minera Pirineos ,,,,,Sociedad Contractual Minera Pirineos ,MP,Active,Sociedad Contractual Minera Pirineos ,Chile,Atacama,E,,-28.537,2014.0,,,"Quarry and plant at Vallenar, Atacama (Region III)",Calcium Carbonate,-70.7417,,Calcium carbonate (natural),,842,Processing Plant,,CL,,,269.0,,Atacama,,,Plant at Vallenar,,Calcium carbonate,,,,,,CL269,,,,,,,,,,,,USGS_MINFAC_2017,,Calcium carbonate,,,,,791.0,,,,Plant at Vallenar,,,,,,,,,1,Calcium Carbonate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25848.800000000003,,,,,,,,,,,,,,,,,,,,,2067904.0000000002,,,,,,,,,,,,,,,2067904.0000000002,processing
,Industrial,-69.8671,,,,,,Atacama Minerals Chile Minera ,e,-24.1357,,,,"2,200",,SCM Bullmine and RB Energy,,,,,Atacama Minerals Chile Minera ,P,Active,SCM Bullmine and RB Energy,Chile,Antofagasta,E,,-24.1357,2014.0,,,"Mine and plant in Aguas Blancas, Antofagasta (Region II)",Iodine,-69.8671,,Iodine,,"728, 1629",Processing Plant,,CL,,,173.0,,Antofagasta,,,Plant in Aguas Blancas,mt,Iodine,,,,,,CL173,,,,,,,,,,,,USGS_MINFAC_2017,,Iodine,,,,***CL172-173,792.0,,,,Plant in Aguas Blancas,,,,mt,,,,"2,200",1,Iodine,,,,,,,,,,,,636.4444444444445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48808606.222222224,,,,,,,,,,,,,,,,,,,,,,,,48808606.222222224,processing
,Industrial,-68.823,,,,,,Andes Travertine & Stones S.A.,,-22.4495,,,,,,Andes Travertine & Stones S.A.,,,,,Andes Travertine & Stones S.A.,P,Active,Andes Travertine & Stones S.A.,Chile,Antofagasta,E,,-22.4495,2014.0,,,Quarry and plant in Antofagasta (Region II),Travertine,-68.823,,Travertine (dimension stone),,846,Processing Plant,,CL,,,271.0,,Antofagasta,,,Plant in Antofagasta (Region II),,Travertine,,,,,,CL271,,,,,,,,,,,,USGS_MINFAC_2017,,Travertine,,,,,793.0,,,,Plant in Antofagasta (Region II),,,,,,,,,1,Travertine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,processing
,Industrial,-70.2769,,,,,,Compañía Minera Feltre Ltda.,e,-28.8282,,,,"1,400",,Compañía Minera Feltre Ltda.,,,,,Compañía Minera Feltre Ltda.,P,Active,Compañía Minera Feltre Ltda.,Chile,Atacama,E,,-28.8282,2014.0,,,Quarry and plant in Atacama (Region III),Marble,-70.2769,,Marble (dimension stone),,844,Processing Plant,,CL,,,273.0,,Atacama,,,Plant in Atacama (Region III),mt,Marble,,,,,,CL273,,,,,,,,,,,,USGS_MINFAC_2017,,Marble,,,,***CL273-274,794.0,,,,Plant in Atacama (Region III),,,,mt,,,,"1,400",1,Marble,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,processing
,Metal,-73.1295,,,,,,Cía. Siderúrgica Huachipato S.A. ,e,-36.7495,,,,"1,200",,"Subsidiary of CAP S.A. (private, 100%)",,,,,Cía. Siderúrgica Huachipato S.A. ,P,Active,"Subsidiary of CAP S.A. (private, 100%)",Chile,Biobío,E,,-36.7495,2014.0,,,"Plant in Bahia de San Vicente, Biobío (Region VIII), 14 kilometers northeast of Concepcion",Iron,-73.1295,,Pig iron,,813,Processing Plant,,CL,,,240.0,,Biobío,,,Plant in Bahia de San Vicente,tmt,Iron and steel,,,,,,CL240,,,,,,,,,,,,USGS_MINFAC_2017,,Iron and steel,,,,,795.0,,,,Plant in Bahia de San Vicente,,,,tmt,,,,"1,200",1,Iron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,processing
,Metal,-71.2918,,,,,,Manganesos Atacama S.A. ,e,-29.9512,,,,"10,000",,"Subsidiary of CAP S.A. (private, 100%)",,,,,Manganesos Atacama S.A. ,P,Care & Maintenance,"Subsidiary of CAP S.A. (private, 100%)",Chile,Coquimbo,E,,-29.9512,2014.0,,,Plant in Coquimbo city and mines in Coquimbo (Region IV),Manganese,-71.2918,,Metal,,815,Processing Plant,,CL,,,242.0,,Coquimbo,,,Plant in Coquimbo city,mt,Manganese,,,,,,CL242,,,,,,,,,,,,USGS_MINFAC_2017,,Manganese,,,,,796.0,,,,Plant in Coquimbo city,,,,mt,,,,"10,000",1,Manganese,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,processing
,Industrial,-70.6904,,,,,,S.Q.M. Salar S.A. ,,-33.3889,,,,,,"Sociedad Química y Minera de Chile S.A. (SQM), 100%",,,,,S.Q.M. Salar S.A. ,P,Active,"Sociedad Química y Minera de Chile S.A. (SQM), 100%",Chile,Santiago,E,,-33.3889,2014.0,,,Plant in Santiago Metropolitan Region,Boron,-70.6904,,Boron compounds (B2O3 content),,816,Processing Plant,,CL,,,243.0,,Santiago,,,Plant in Santiago Metropolitan Region,,Boron,,,,,,CL243,,,,,,,,,,,,USGS_MINFAC_2017,,Boron,,,,,797.0,,,,Plant in Santiago Metropolitan Region,,,,,,,,,1,Boron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,processing
,Industrial,-71.5565,,,,,,Minera Pacífico Ltda.,,-33.1913,,,,,,Minera Pacífico Ltda.,,,,,Minera Pacífico Ltda.,P,Active,Minera Pacífico Ltda.,Chile,Valparaíso,E,,-33.1913,2014.0,,,"Quarries and plants in Libertador General Bernardo O'Higgins (Region VI), and plant in Santiago Metropolitan Region",Feldspar,-71.5565,,Feldspar,,834,Processing Plant,,CL,,,261.0,,Valparaíso,,,Plant in Santiago Metropolitan Region,,Feldspar,,,,,,CL261,,,,,,,,,,,,USGS_MINFAC_2017,,Feldspar,,,,,798.0,,,,Plant in Santiago Metropolitan Region,,,,,,,,,1,Feldspar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,processing
,Industrial,-70.8137,,,,,,Compañía Minera Polpaico Ltda. ,,-32.9707,,,,,,Compañía Minera Polpaico Ltda.,,,,,Compañía Minera Polpaico Ltda. ,P,Active,Compañía Minera Polpaico Ltda.,Chile,Santiago,E,,-32.9707,2014.0,,,El Guindo Mine and a plant in the Santiago Metropolitan Region,Kaolin,-70.8137,,Kaolin,,604,Processing Plant,,CL,,,80.0,,Santiago,,,Plant in the Santiago Metropolitan Region,,Kaolin,,,,,,CL80,,,,,,,,,,,,USGS_MINFAC_2017,,Kaolin,,,,,799.0,,,,Plant in the Santiago Metropolitan Region,,,,,,,,,1,Kaolin,,,,,,,,,,,,,,,,,,,,,,,,,26868.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4701900.0,,,,,,,,,4701900.0,processing
,Industrial,-70.793,,,,,,Compañía Minera Polpaico Ltda. ,,-33.444,,,,,,Compañía Minera Polpaico Ltda. ,,,,,Compañía Minera Polpaico Ltda. ,P,Active,Compañía Minera Polpaico Ltda. ,Chile,Santiago,E,,-33.444,2014.0,,,"Puzolana Norte Mine, Antofagasta (Region II); and Puzolana Pudahuel Mine and a plant in the Santiago Metropolitan Region",Pumicite,-70.793,,Pumicite (including pozzolan),,828,Processing Plant,,CL,,,255.0,,Santiago,,,Plant in the Santiago Metropolitan Region,,Pumicite,,,,,,CL255,,,,,,,,,,,,USGS_MINFAC_2017,,Pumicite,,,,,800.0,,,,Plant in the Santiago Metropolitan Region,,,,,,,,,1,Pumicite,,,,,,,,,,,,,,,,,,,,,148043.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5181505.0,,,,,,,,,,,,,5181505.0,processing
,Industrial,-70.0992,,,,,,Minera El Way S.A. ,e,-24.2369,,,,100,,"Cementos Bío Bío S.A., 100%",,,,,Minera El Way S.A. ,P,Active,"Cementos Bío Bío S.A., 100%",Chile,Antofagasta,E,,-24.2369,2014.0,,,Quarries and plant near Antofagasta (Region II),Pumicite,-70.0992,,Pumicite (including pozzolan),,830,Processing Plant,,CL,,,257.0,,Antofagasta,,,Plant near Antofagasta (Region II),tmt,Pumicite,,,,,,CL257,,,,,,,,,,,,USGS_MINFAC_2017,,Pumicite,,,,***CL257-258,801.0,,,,Plant near Antofagasta (Region II),,,,tmt,,,,100,1,Pumicite,,,,,,,,,,,,,,,,,,,,,77229.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2703015.0,,,,,,,,,,,,,2703015.0,processing
,Industrial,-70.3186,,,,,,Industria Nacional de Cemento S.A. (INACESA),e,-23.783,,,,500,,"Industria Nacional de Cemento S.A. (INACESA), 100%",,,,,Industria Nacional de Cemento S.A. (INACESA),P,Active,"Industria Nacional de Cemento S.A. (INACESA), 100%",Chile,Antofagasta,E,,-23.783,2014.0,,,"Plant near Antofagasta City, Antofagasta (Region II)",Cement,-70.3186,,Cement,,817,Processing Plant,,CL,,,244.0,,Antofagasta,,,Plant near Antofagasta City,tmt,Cement,,,,,,CL244,,,,,,,,,,,,USGS_MINFAC_2017,,Cement,,,,,802.0,,,,Plant near Antofagasta City,,,,tmt,,,,500,1,Cement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,processing
,Metal,-70.3186,,,,,,Cales Inacesa S.A. (INACESA),e,-23.783,,,,"1,100",,"Cementos Bío Bío S.A., 100%",,,,,Cales Inacesa S.A. (INACESA),P,Active,"Cementos Bío Bío S.A., 100%",Chile,Antofagasta,E,,-23.783,2014.0,,,"Plants near Antofagasta City, Antofagasta (Region II), and near Copiapo City, Atacama (Region III)",Lime,-70.3186,,Lime (hydraulic),,821,Processing Plant,,CL,,,248.0,,Antofagasta,,,Plant near Antofagasta City,tmt,Lime,,,,,,CL248,,,,,,,,,,,,USGS_MINFAC_2017,,Lime,,,,***CL248-249,803.0,,,,Plant near Antofagasta City,,,,tmt,,,,"1,100",1,Lime,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,processing
,Industrial,-70.2853,,,,,,Sociedad Legal Minera Mabel Dos Primera de Arica,e,-18.3913,,,,"1,500",,Sociedad Legal Minera Mabel Dos Primera de Arica,,,,,Sociedad Legal Minera Mabel Dos Primera de Arica,MP,Active,Sociedad Legal Minera Mabel Dos Primera de Arica,Chile,Arica y Parinacota,E,,-18.3913,2014.0,,,"Quarry and plant near Arica, Arica y Parinacota (Region XV)",Bentonite,-70.2853,,Bentonite,,849,Processing Plant,,CL,,,276.0,,Arica y Parinacota,,,Plant near Arica,mt,Bentonite,,,,,,CL276,,,,,,,,,,,,USGS_MINFAC_2017,,Bentonite,,,,,804.0,,,,Plant near Arica,,,,mt,,,,"1,500",1,Bentonite,,,,,,,,,,,,,,,,,,,,,,,,,,2465.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,197200.0,,,,,,,,197200.0,processing
