FROM_NAME,FROM_TYPE,FROM_LAT,FROM_LON,TO_NAME,TO_TYPE,TO_LAT,TO_LON,EDGE_TYPE,PRODUCT_FORM,COMMODITIES,DISTANCE_KM,EXPORT_VALUE,EXPORT_UNIT,DESTINATION_TOTAL,VALUE_USD
Iquique,port,-20.21,-70.15,China,country,31.23,121.47,port_to_country,borate,Boron,,11091244.5,$USD,36970815.0,11091244.5
Antofagasta (ATI),port,-23.65,-70.4,Japan,country,35.68,139.69,port_to_country,borate,Boron,,1820147.0,$USD,2600210.0,1820147.0
Iquique,port,-20.21,-70.15,Japan,country,35.68,139.69,port_to_country,borate,Boron,,780063.0,$USD,2600210.0,780063.0
Antofagasta (ATI),port,-23.65,-70.4,USA,country,29.76,-95.37,port_to_country,borate,Boron,,1683639.3,$USD,2405199.0,1683639.3
Iquique,port,-20.21,-70.15,USA,country,29.76,-95.37,port_to_country,borate,Boron,,721559.7,$USD,2405199.0,721559.7
Antofagasta (ATI),port,-23.65,-70.4,South Korea,country,37.57,126.98,port_to_country,borate,Boron,,734292.39,$USD,1048989.13,734292.39
Iquique,port,-20.21,-70.15,South Korea,country,37.57,126.98,port_to_country,borate,Boron,,314696.74,$USD,1048989.13,314696.74
Antofagasta (ATI),port,-23.65,-70.4,Vietnam,country,10.82,106.63,port_to_country,borate,Boron,,700118.3,$USD,1000169.0,700118.3
Iquique,port,-20.21,-70.15,Vietnam,country,10.82,106.63,port_to_country,borate,Boron,,300050.7,$USD,1000169.0,300050.7
Antofagasta (ATI),port,-23.65,-70.4,Spain,country,36.72,-4.42,port_to_country,borate,Boron,,661973.0,$USD,945675.72,661973.0
Iquique,port,-20.21,-70.15,Spain,country,36.72,-4.42,port_to_country,borate,Boron,,283702.72,$USD,945675.72,283702.72
Antofagasta (ATI),port,-23.65,-70.4,Pakistan,country,24.86,67.01,port_to_country,borate,Boron,,490399.7,$USD,700571.0,490399.7
Iquique,port,-20.21,-70.15,Pakistan,country,24.86,67.01,port_to_country,borate,Boron,,210171.3,$USD,700571.0,210171.3
Antofagasta (ATI),port,-23.65,-70.4,Malaysia,country,3.14,101.69,port_to_country,borate,Boron,,396436.24,$USD,566337.48,396436.24
Iquique,port,-20.21,-70.15,Malaysia,country,3.14,101.69,port_to_country,borate,Boron,,169901.24,$USD,566337.48,169901.24
Antofagasta (ATI),port,-23.65,-70.4,Bangladesh,country,23.81,90.41,port_to_country,borate,Boron,,351157.8,$USD,501654.0,351157.8
Iquique,port,-20.21,-70.15,Bangladesh,country,23.81,90.41,port_to_country,borate,Boron,,150496.2,$USD,501654.0,150496.2
Antofagasta (ATI),port,-23.65,-70.4,Nigeria,country,6.52,3.38,port_to_country,borate,Boron,,253397.2,$USD,361996.0,253397.2
Iquique,port,-20.21,-70.15,Nigeria,country,6.52,3.38,port_to_country,borate,Boron,,108598.8,$USD,361996.0,108598.8
Antofagasta (ATI),port,-23.65,-70.4,Mexico,country,19.43,-99.13,port_to_country,borate,Boron,,195536.75,$USD,279338.22,195536.75
Iquique,port,-20.21,-70.15,Mexico,country,19.43,-99.13,port_to_country,borate,Boron,,83801.47,$USD,279338.22,83801.47
Antofagasta (ATI),port,-23.65,-70.4,Germany,country,53.55,9.99,port_to_country,borate,Boron,,180600.0,$USD,258000.0,180600.0
Iquique,port,-20.21,-70.15,Germany,country,53.55,9.99,port_to_country,borate,Boron,,77400.0,$USD,258000.0,77400.0
Antofagasta (ATI),port,-23.65,-70.4,Colombia,country,4.71,-74.07,port_to_country,borate,Boron,,133128.28,$USD,190183.26,133128.28
Iquique,port,-20.21,-70.15,Colombia,country,4.71,-74.07,port_to_country,borate,Boron,,57054.98,$USD,190183.26,57054.98
Antofagasta (ATI),port,-23.65,-70.4,Costa Rica,country,9.93,-84.09,port_to_country,borate,Boron,,128588.01,$USD,183697.16,128588.01
Iquique,port,-20.21,-70.15,Costa Rica,country,9.93,-84.09,port_to_country,borate,Boron,,55109.15,$USD,183697.16,55109.15
Antofagasta (ATI),port,-23.65,-70.4,Ecuador,country,-0.18,-78.47,port_to_country,borate,Boron,,124461.4,$USD,177802.0,124461.4
Iquique,port,-20.21,-70.15,Ecuador,country,-0.18,-78.47,port_to_country,borate,Boron,,53340.6,$USD,177802.0,53340.6
Antofagasta (ATI),port,-23.65,-70.4,France,country,48.86,2.35,port_to_country,borate,Boron,,109125.8,$USD,155894.0,109125.8
Iquique,port,-20.21,-70.15,France,country,48.86,2.35,port_to_country,borate,Boron,,46768.2,$USD,155894.0,46768.2
Antofagasta (ATI),port,-23.65,-70.4,Paraguay,country,-25.26,-57.58,port_to_country,borate,Boron,,106624.0,$USD,152320.0,106624.0
Iquique,port,-20.21,-70.15,Paraguay,country,-25.26,-57.58,port_to_country,borate,Boron,,45696.0,$USD,152320.0,45696.0
Antofagasta (ATI),port,-23.65,-70.4,South Africa,country,-33.92,18.42,port_to_country,borate,Boron,,91562.1,$USD,130803.0,91562.1
Iquique,port,-20.21,-70.15,South Africa,country,-33.92,18.42,port_to_country,borate,Boron,,39240.9,$USD,130803.0,39240.9
Antofagasta (ATI),port,-23.65,-70.4,United Kingdom,country,51.51,-0.13,port_to_country,borate,Boron,,88699.8,$USD,126714.0,88699.8
Iquique,port,-20.21,-70.15,United Kingdom,country,51.51,-0.13,port_to_country,borate,Boron,,38014.2,$USD,126714.0,38014.2
Antofagasta (ATI),port,-23.65,-70.4,Venezuela,country,10.48,-66.9,port_to_country,borate,Boron,,60589.2,$USD,86556.0,60589.2
Iquique,port,-20.21,-70.15,Venezuela,country,10.48,-66.9,port_to_country,borate,Boron,,25966.8,$USD,86556.0,25966.8
Antofagasta (ATI),port,-23.65,-70.4,Italy,country,45.46,9.19,port_to_country,borate,Boron,,35784.78,$USD,51121.12,35784.78
Iquique,port,-20.21,-70.15,Italy,country,45.46,9.19,port_to_country,borate,Boron,,15336.34,$USD,51121.12,15336.34
Antofagasta (ATI),port,-23.65,-70.4,Saudi Arabia,country,24.77,46.74,port_to_country,borate,Boron,,34402.01,$USD,49145.73,34402.01
Iquique,port,-20.21,-70.15,Saudi Arabia,country,24.77,46.74,port_to_country,borate,Boron,,14743.72,$USD,49145.73,14743.72
Antofagasta (ATI),port,-23.65,-70.4,Philippines,country,14.6,120.98,port_to_country,borate,Boron,,33457.9,$USD,47797.0,33457.9
Iquique,port,-20.21,-70.15,Philippines,country,14.6,120.98,port_to_country,borate,Boron,,14339.1,$USD,47797.0,14339.1
Antofagasta (ATI),port,-23.65,-70.4,Algeria,country,36.75,3.04,port_to_country,borate,Boron,,29439.84,$USD,42056.92,29439.84
Iquique,port,-20.21,-70.15,Algeria,country,36.75,3.04,port_to_country,borate,Boron,,12617.08,$USD,42056.92,12617.08
Antofagasta (ATI),port,-23.65,-70.4,Australia,country,-33.87,151.21,port_to_country,borate,Boron,,16716.0,$USD,23880.0,16716.0
Iquique,port,-20.21,-70.15,Australia,country,-33.87,151.21,port_to_country,borate,Boron,,7164.0,$USD,23880.0,7164.0
Antofagasta (ATI),port,-23.65,-70.4,UAE,country,25.2,55.27,port_to_country,borate,Boron,,16640.4,$USD,23772.0,16640.4
Iquique,port,-20.21,-70.15,UAE,country,25.2,55.27,port_to_country,borate,Boron,,7131.6,$USD,23772.0,7131.6
Antofagasta (ATI),port,-23.65,-70.4,Sri Lanka,country,6.93,79.85,port_to_country,borate,Boron,,16292.5,$USD,23275.0,16292.5
Iquique,port,-20.21,-70.15,Sri Lanka,country,6.93,79.85,port_to_country,borate,Boron,,6982.5,$USD,23275.0,6982.5
Antofagasta (ATI),port,-23.65,-70.4,Honduras,country,14.07,-87.19,port_to_country,borate,Boron,,13877.5,$USD,19825.0,13877.5
Iquique,port,-20.21,-70.15,Honduras,country,14.07,-87.19,port_to_country,borate,Boron,,5947.5,$USD,19825.0,5947.5
Antofagasta (ATI),port,-23.65,-70.4,Canada,country,49.28,-123.12,port_to_country,borate,Boron,,12734.4,$USD,18192.0,12734.4
Iquique,port,-20.21,-70.15,Canada,country,49.28,-123.12,port_to_country,borate,Boron,,5457.6,$USD,18192.0,5457.6
Antofagasta (ATI),port,-23.65,-70.4,Israel,country,32.09,34.77,port_to_country,borate,Boron,,5575.5,$USD,7965.0,5575.5
Iquique,port,-20.21,-70.15,Israel,country,32.09,34.77,port_to_country,borate,Boron,,2389.5,$USD,7965.0,2389.5
Patache,port,-20.8,-70.22,USA,country,29.76,-95.37,port_to_country,salt,Salt,,26158312.46,$USD,65395781.16,26158312.46
Iquique,port,-20.21,-70.15,USA,country,29.76,-95.37,port_to_country,salt,Salt,,19618734.35,$USD,65395781.16,19618734.35
Coquimbo,port,-29.96,-71.35,USA,country,29.76,-95.37,port_to_country,salt,Salt,,13079156.23,$USD,65395781.16,13079156.23
San Antonio,port,-33.59,-71.62,USA,country,29.76,-95.37,port_to_country,salt,Salt,,6539578.12,$USD,65395781.16,6539578.12
Patache,port,-20.8,-70.22,Brazil,country,-23.55,-46.63,port_to_country,salt,Salt,,20831422.73,$USD,52078556.82,20831422.73
Iquique,port,-20.21,-70.15,Brazil,country,-23.55,-46.63,port_to_country,salt,Salt,,15623567.05,$USD,52078556.82,15623567.05
Coquimbo,port,-29.96,-71.35,Brazil,country,-23.55,-46.63,port_to_country,salt,Salt,,10415711.36,$USD,52078556.82,10415711.36
San Antonio,port,-33.59,-71.62,Brazil,country,-23.55,-46.63,port_to_country,salt,Salt,,5207855.68,$USD,52078556.82,5207855.68
Patache,port,-20.8,-70.22,Canada,country,49.28,-123.12,port_to_country,salt,Salt,,1521856.8,$USD,3804641.99,1521856.8
Iquique,port,-20.21,-70.15,Canada,country,49.28,-123.12,port_to_country,salt,Salt,,1141392.6,$USD,3804641.99,1141392.6
Coquimbo,port,-29.96,-71.35,Canada,country,49.28,-123.12,port_to_country,salt,Salt,,760928.4,$USD,3804641.99,760928.4
San Antonio,port,-33.59,-71.62,Canada,country,49.28,-123.12,port_to_country,salt,Salt,,380464.2,$USD,3804641.99,380464.2
Patache,port,-20.8,-70.22,Uruguay,country,-34.88,-56.16,port_to_country,salt,Salt,,1395738.03,$USD,3489345.07,1395738.03
Iquique,port,-20.21,-70.15,Uruguay,country,-34.88,-56.16,port_to_country,salt,Salt,,1046803.52,$USD,3489345.07,1046803.52
Coquimbo,port,-29.96,-71.35,Uruguay,country,-34.88,-56.16,port_to_country,salt,Salt,,697869.01,$USD,3489345.07,697869.01
San Antonio,port,-33.59,-71.62,Uruguay,country,-34.88,-56.16,port_to_country,salt,Salt,,348934.51,$USD,3489345.07,348934.51
Patache,port,-20.8,-70.22,Guatemala,country,14.63,-90.51,port_to_country,salt,Salt,,1351874.61,$USD,3379686.52,1351874.61
Iquique,port,-20.21,-70.15,Guatemala,country,14.63,-90.51,port_to_country,salt,Salt,,1013905.96,$USD,3379686.52,1013905.96
Coquimbo,port,-29.96,-71.35,Guatemala,country,14.63,-90.51,port_to_country,salt,Salt,,675937.3,$USD,3379686.52,675937.3
San Antonio,port,-33.59,-71.62,Guatemala,country,14.63,-90.51,port_to_country,salt,Salt,,337968.65,$USD,3379686.52,337968.65
Patache,port,-20.8,-70.22,Mexico,country,19.43,-99.13,port_to_country,salt,Salt,,1141422.77,$USD,2853556.93,1141422.77
Iquique,port,-20.21,-70.15,Mexico,country,19.43,-99.13,port_to_country,salt,Salt,,856067.08,$USD,2853556.93,856067.08
Coquimbo,port,-29.96,-71.35,Mexico,country,19.43,-99.13,port_to_country,salt,Salt,,570711.39,$USD,2853556.93,570711.39
San Antonio,port,-33.59,-71.62,Mexico,country,19.43,-99.13,port_to_country,salt,Salt,,285355.69,$USD,2853556.93,285355.69
Patache,port,-20.8,-70.22,Cyprus,country,35.17,33.36,port_to_country,salt,Salt,,1092080.0,$USD,2730200.0,1092080.0
Iquique,port,-20.21,-70.15,Cyprus,country,35.17,33.36,port_to_country,salt,Salt,,819060.0,$USD,2730200.0,819060.0
Coquimbo,port,-29.96,-71.35,Cyprus,country,35.17,33.36,port_to_country,salt,Salt,,546040.0,$USD,2730200.0,546040.0
San Antonio,port,-33.59,-71.62,Cyprus,country,35.17,33.36,port_to_country,salt,Salt,,273020.0,$USD,2730200.0,273020.0
Patache,port,-20.8,-70.22,Argentina,country,-34.6,-58.38,port_to_country,salt,Salt,,900692.24,$USD,2251730.61,900692.24
Iquique,port,-20.21,-70.15,Argentina,country,-34.6,-58.38,port_to_country,salt,Salt,,675519.18,$USD,2251730.61,675519.18
Coquimbo,port,-29.96,-71.35,Argentina,country,-34.6,-58.38,port_to_country,salt,Salt,,450346.12,$USD,2251730.61,450346.12
San Antonio,port,-33.59,-71.62,Argentina,country,-34.6,-58.38,port_to_country,salt,Salt,,225173.06,$USD,2251730.61,225173.06
Patache,port,-20.8,-70.22,Netherlands,country,51.92,4.48,port_to_country,salt,Salt,,848646.91,$USD,2121617.27,848646.91
Iquique,port,-20.21,-70.15,Netherlands,country,51.92,4.48,port_to_country,salt,Salt,,636485.18,$USD,2121617.27,636485.18
Coquimbo,port,-29.96,-71.35,Netherlands,country,51.92,4.48,port_to_country,salt,Salt,,424323.45,$USD,2121617.27,424323.45
San Antonio,port,-33.59,-71.62,Netherlands,country,51.92,4.48,port_to_country,salt,Salt,,212161.73,$USD,2121617.27,212161.73
Patache,port,-20.8,-70.22,Ecuador,country,-0.18,-78.47,port_to_country,salt,Salt,,614435.04,$USD,1536087.59,614435.04
Iquique,port,-20.21,-70.15,Ecuador,country,-0.18,-78.47,port_to_country,salt,Salt,,460826.28,$USD,1536087.59,460826.28
Coquimbo,port,-29.96,-71.35,Ecuador,country,-0.18,-78.47,port_to_country,salt,Salt,,307217.52,$USD,1536087.59,307217.52
San Antonio,port,-33.59,-71.62,Ecuador,country,-0.18,-78.47,port_to_country,salt,Salt,,153608.76,$USD,1536087.59,153608.76
Patache,port,-20.8,-70.22,Honduras,country,14.07,-87.19,port_to_country,salt,Salt,,586087.68,$USD,1465219.2,586087.68
Iquique,port,-20.21,-70.15,Honduras,country,14.07,-87.19,port_to_country,salt,Salt,,439565.76,$USD,1465219.2,439565.76
Coquimbo,port,-29.96,-71.35,Honduras,country,14.07,-87.19,port_to_country,salt,Salt,,293043.84,$USD,1465219.2,293043.84
San Antonio,port,-33.59,-71.62,Honduras,country,14.07,-87.19,port_to_country,salt,Salt,,146521.92,$USD,1465219.2,146521.92
Patache,port,-20.8,-70.22,Peru,country,-12.05,-77.04,port_to_country,salt,Salt,,353210.1,$USD,883025.26,353210.1
Iquique,port,-20.21,-70.15,Peru,country,-12.05,-77.04,port_to_country,salt,Salt,,264907.58,$USD,883025.26,264907.58
Coquimbo,port,-29.96,-71.35,Peru,country,-12.05,-77.04,port_to_country,salt,Salt,,176605.05,$USD,883025.26,176605.05
San Antonio,port,-33.59,-71.62,Peru,country,-12.05,-77.04,port_to_country,salt,Salt,,88302.53,$USD,883025.26,88302.53
Patache,port,-20.8,-70.22,China,country,31.23,121.47,port_to_country,salt,Salt,,255428.54,$USD,638571.35,255428.54
Iquique,port,-20.21,-70.15,China,country,31.23,121.47,port_to_country,salt,Salt,,191571.4,$USD,638571.35,191571.4
Coquimbo,port,-29.96,-71.35,China,country,31.23,121.47,port_to_country,salt,Salt,,127714.27,$USD,638571.35,127714.27
San Antonio,port,-33.59,-71.62,China,country,31.23,121.47,port_to_country,salt,Salt,,63857.14,$USD,638571.35,63857.14
Patache,port,-20.8,-70.22,Panama,country,8.98,-79.52,port_to_country,salt,Salt,,126919.87,$USD,317299.67,126919.87
Iquique,port,-20.21,-70.15,Panama,country,8.98,-79.52,port_to_country,salt,Salt,,95189.9,$USD,317299.67,95189.9
Coquimbo,port,-29.96,-71.35,Panama,country,8.98,-79.52,port_to_country,salt,Salt,,63459.93,$USD,317299.67,63459.93
San Antonio,port,-33.59,-71.62,Panama,country,8.98,-79.52,port_to_country,salt,Salt,,31729.97,$USD,317299.67,31729.97
Patache,port,-20.8,-70.22,Bolivia,country,-16.5,-68.15,port_to_country,salt,Salt,,64059.64,$USD,160149.11,64059.64
Iquique,port,-20.21,-70.15,Bolivia,country,-16.5,-68.15,port_to_country,salt,Salt,,48044.73,$USD,160149.11,48044.73
Coquimbo,port,-29.96,-71.35,Bolivia,country,-16.5,-68.15,port_to_country,salt,Salt,,32029.82,$USD,160149.11,32029.82
San Antonio,port,-33.59,-71.62,Bolivia,country,-16.5,-68.15,port_to_country,salt,Salt,,16014.91,$USD,160149.11,16014.91
Patache,port,-20.8,-70.22,Paraguay,country,-25.26,-57.58,port_to_country,salt,Salt,,63746.08,$USD,159365.2,63746.08
Iquique,port,-20.21,-70.15,Paraguay,country,-25.26,-57.58,port_to_country,salt,Salt,,47809.56,$USD,159365.2,47809.56
Coquimbo,port,-29.96,-71.35,Paraguay,country,-25.26,-57.58,port_to_country,salt,Salt,,31873.04,$USD,159365.2,31873.04
San Antonio,port,-33.59,-71.62,Paraguay,country,-25.26,-57.58,port_to_country,salt,Salt,,15936.52,$USD,159365.2,15936.52
Patache,port,-20.8,-70.22,Japan,country,35.68,139.69,port_to_country,salt,Salt,,2544.0,$USD,6360.0,2544.0
Iquique,port,-20.21,-70.15,Japan,country,35.68,139.69,port_to_country,salt,Salt,,1908.0,$USD,6360.0,1908.0
Coquimbo,port,-29.96,-71.35,Japan,country,35.68,139.69,port_to_country,salt,Salt,,1272.0,$USD,6360.0,1272.0
San Antonio,port,-33.59,-71.62,Japan,country,35.68,139.69,port_to_country,salt,Salt,,636.0,$USD,6360.0,636.0
Patache,port,-20.8,-70.22,Colombia,country,4.71,-74.07,port_to_country,salt,Salt,,459.2,$USD,1148.0,459.2
Iquique,port,-20.21,-70.15,Colombia,country,4.71,-74.07,port_to_country,salt,Salt,,344.4,$USD,1148.0,344.4
Coquimbo,port,-29.96,-71.35,Colombia,country,4.71,-74.07,port_to_country,salt,Salt,,229.6,$USD,1148.0,229.6
San Antonio,port,-33.59,-71.62,Colombia,country,4.71,-74.07,port_to_country,salt,Salt,,114.8,$USD,1148.0,114.8
Patache,port,-20.8,-70.22,Costa Rica,country,9.93,-84.09,port_to_country,salt,Salt,,4.0,$USD,10.0,4.0
Iquique,port,-20.21,-70.15,Costa Rica,country,9.93,-84.09,port_to_country,salt,Salt,,3.0,$USD,10.0,3.0
Coquimbo,port,-29.96,-71.35,Costa Rica,country,9.93,-84.09,port_to_country,salt,Salt,,2.0,$USD,10.0,2.0
San Antonio,port,-33.59,-71.62,Costa Rica,country,9.93,-84.09,port_to_country,salt,Salt,,1.0,$USD,10.0,1.0
Patache,port,-20.8,-70.22,Dominican Rep.,country,18.49,-69.88,port_to_country,salt,Salt,,0.08,$USD,0.2,0.08
Iquique,port,-20.21,-70.15,Dominican Rep.,country,18.49,-69.88,port_to_country,salt,Salt,,0.06,$USD,0.2,0.06
Coquimbo,port,-29.96,-71.35,Dominican Rep.,country,18.49,-69.88,port_to_country,salt,Salt,,0.04,$USD,0.2,0.04
San Antonio,port,-33.59,-71.62,Dominican Rep.,country,18.49,-69.88,port_to_country,salt,Salt,,0.02,$USD,0.2,0.02
Patache,port,-20.8,-70.22,Brazil,country,-23.55,-46.63,port_to_country,potassium_chloride,Potash,,14394553.27,$USD,28789106.53,14394553.27
Antofagasta (ATI),port,-23.65,-70.4,Brazil,country,-23.55,-46.63,port_to_country,potassium_chloride,Potash,,8636731.96,$USD,28789106.53,8636731.96
Iquique,port,-20.21,-70.15,Brazil,country,-23.55,-46.63,port_to_country,potassium_chloride,Potash,,5757821.31,$USD,28789106.53,5757821.31
Patache,port,-20.8,-70.22,South Africa,country,-33.92,18.42,port_to_country,potassium_chloride,Potash,,14075764.65,$USD,28151529.31,14075764.65
Antofagasta (ATI),port,-23.65,-70.4,South Africa,country,-33.92,18.42,port_to_country,potassium_chloride,Potash,,8445458.79,$USD,28151529.31,8445458.79
Iquique,port,-20.21,-70.15,South Africa,country,-33.92,18.42,port_to_country,potassium_chloride,Potash,,5630305.86,$USD,28151529.31,5630305.86
Patache,port,-20.8,-70.22,Ecuador,country,-0.18,-78.47,port_to_country,potassium_chloride,Potash,,7244811.81,$USD,14489623.62,7244811.81
Antofagasta (ATI),port,-23.65,-70.4,Ecuador,country,-0.18,-78.47,port_to_country,potassium_chloride,Potash,,4346887.09,$USD,14489623.62,4346887.09
Iquique,port,-20.21,-70.15,Ecuador,country,-0.18,-78.47,port_to_country,potassium_chloride,Potash,,2897924.72,$USD,14489623.62,2897924.72
Patache,port,-20.8,-70.22,Mexico,country,19.43,-99.13,port_to_country,potassium_chloride,Potash,,6944663.15,$USD,13889326.3,6944663.15
Antofagasta (ATI),port,-23.65,-70.4,Mexico,country,19.43,-99.13,port_to_country,potassium_chloride,Potash,,4166797.89,$USD,13889326.3,4166797.89
Iquique,port,-20.21,-70.15,Mexico,country,19.43,-99.13,port_to_country,potassium_chloride,Potash,,2777865.26,$USD,13889326.3,2777865.26
Patache,port,-20.8,-70.22,Netherlands,country,51.92,4.48,port_to_country,potassium_chloride,Potash,,6082126.38,$USD,12164252.75,6082126.38
Antofagasta (ATI),port,-23.65,-70.4,Netherlands,country,51.92,4.48,port_to_country,potassium_chloride,Potash,,3649275.82,$USD,12164252.75,3649275.82
Iquique,port,-20.21,-70.15,Netherlands,country,51.92,4.48,port_to_country,potassium_chloride,Potash,,2432850.55,$USD,12164252.75,2432850.55
Patache,port,-20.8,-70.22,Spain,country,36.72,-4.42,port_to_country,potassium_chloride,Potash,,5357993.29,$USD,10715986.57,5357993.29
Antofagasta (ATI),port,-23.65,-70.4,Spain,country,36.72,-4.42,port_to_country,potassium_chloride,Potash,,3214795.97,$USD,10715986.57,3214795.97
Iquique,port,-20.21,-70.15,Spain,country,36.72,-4.42,port_to_country,potassium_chloride,Potash,,2143197.31,$USD,10715986.57,2143197.31
Patache,port,-20.8,-70.22,USA,country,29.76,-95.37,port_to_country,potassium_chloride,Potash,,3733606.19,$USD,7467212.39,3733606.19
Antofagasta (ATI),port,-23.65,-70.4,USA,country,29.76,-95.37,port_to_country,potassium_chloride,Potash,,2240163.72,$USD,7467212.39,2240163.72
Iquique,port,-20.21,-70.15,USA,country,29.76,-95.37,port_to_country,potassium_chloride,Potash,,1493442.48,$USD,7467212.39,1493442.48
Patache,port,-20.8,-70.22,Colombia,country,4.71,-74.07,port_to_country,potassium_chloride,Potash,,3298884.44,$USD,6597768.87,3298884.44
Antofagasta (ATI),port,-23.65,-70.4,Colombia,country,4.71,-74.07,port_to_country,potassium_chloride,Potash,,1979330.66,$USD,6597768.87,1979330.66
Iquique,port,-20.21,-70.15,Colombia,country,4.71,-74.07,port_to_country,potassium_chloride,Potash,,1319553.77,$USD,6597768.87,1319553.77
Patache,port,-20.8,-70.22,Peru,country,-12.05,-77.04,port_to_country,potassium_chloride,Potash,,2224959.5,$USD,4449918.99,2224959.5
Antofagasta (ATI),port,-23.65,-70.4,Peru,country,-12.05,-77.04,port_to_country,potassium_chloride,Potash,,1334975.7,$USD,4449918.99,1334975.7
Iquique,port,-20.21,-70.15,Peru,country,-12.05,-77.04,port_to_country,potassium_chloride,Potash,,889983.8,$USD,4449918.99,889983.8
Patache,port,-20.8,-70.22,Argentina,country,-34.6,-58.38,port_to_country,potassium_chloride,Potash,,244050.68,$USD,488101.36,244050.68
Antofagasta (ATI),port,-23.65,-70.4,Argentina,country,-34.6,-58.38,port_to_country,potassium_chloride,Potash,,146430.41,$USD,488101.36,146430.41
Iquique,port,-20.21,-70.15,Argentina,country,-34.6,-58.38,port_to_country,potassium_chloride,Potash,,97620.27,$USD,488101.36,97620.27
Patache,port,-20.8,-70.22,Paraguay,country,-25.26,-57.58,port_to_country,potassium_chloride,Potash,,121825.0,$USD,243650.0,121825.0
Antofagasta (ATI),port,-23.65,-70.4,Paraguay,country,-25.26,-57.58,port_to_country,potassium_chloride,Potash,,73095.0,$USD,243650.0,73095.0
Iquique,port,-20.21,-70.15,Paraguay,country,-25.26,-57.58,port_to_country,potassium_chloride,Potash,,48730.0,$USD,243650.0,48730.0
Patache,port,-20.8,-70.22,Costa Rica,country,9.93,-84.09,port_to_country,potassium_chloride,Potash,,38748.0,$USD,77496.0,38748.0
Antofagasta (ATI),port,-23.65,-70.4,Costa Rica,country,9.93,-84.09,port_to_country,potassium_chloride,Potash,,23248.8,$USD,77496.0,23248.8
Iquique,port,-20.21,-70.15,Costa Rica,country,9.93,-84.09,port_to_country,potassium_chloride,Potash,,15499.2,$USD,77496.0,15499.2
Patache,port,-20.8,-70.22,Guatemala,country,14.63,-90.51,port_to_country,potassium_chloride,Potash,,15237.36,$USD,30474.72,15237.36
Antofagasta (ATI),port,-23.65,-70.4,Guatemala,country,14.63,-90.51,port_to_country,potassium_chloride,Potash,,9142.42,$USD,30474.72,9142.42
Iquique,port,-20.21,-70.15,Guatemala,country,14.63,-90.51,port_to_country,potassium_chloride,Potash,,6094.94,$USD,30474.72,6094.94
Patache,port,-20.8,-70.22,Bolivia,country,-16.5,-68.15,port_to_country,potassium_chloride,Potash,,4325.0,$USD,8650.0,4325.0
Antofagasta (ATI),port,-23.65,-70.4,Bolivia,country,-16.5,-68.15,port_to_country,potassium_chloride,Potash,,2595.0,$USD,8650.0,2595.0
Iquique,port,-20.21,-70.15,Bolivia,country,-16.5,-68.15,port_to_country,potassium_chloride,Potash,,1730.0,$USD,8650.0,1730.0
Patache,port,-20.8,-70.22,Switzerland,country,47.38,8.54,port_to_country,potassium_chloride,Potash,,4.15,$USD,8.3,4.15
Antofagasta (ATI),port,-23.65,-70.4,Switzerland,country,47.38,8.54,port_to_country,potassium_chloride,Potash,,2.49,$USD,8.3,2.49
Iquique,port,-20.21,-70.15,Switzerland,country,47.38,8.54,port_to_country,potassium_chloride,Potash,,1.66,$USD,8.3,1.66
San Antonio,port,-33.59,-71.62,USA,country,29.76,-95.37,port_to_country,perrhenate,Rhenium,,24484999.27,$USD,40808332.11,24484999.27
Mejillones,port,-23.1,-70.45,USA,country,29.76,-95.37,port_to_country,perrhenate,Rhenium,,16323332.84,$USD,40808332.11,16323332.84
San Antonio,port,-33.59,-71.62,Austria,country,48.21,16.37,port_to_country,perrhenate,Rhenium,,255635.9,$USD,426059.83,255635.9
Mejillones,port,-23.1,-70.45,Austria,country,48.21,16.37,port_to_country,perrhenate,Rhenium,,170423.93,$USD,426059.83,170423.93
San Antonio,port,-33.59,-71.62,South Korea,country,37.57,126.98,port_to_country,perrhenate,Rhenium,,252804.65,$USD,421341.09,252804.65
Mejillones,port,-23.1,-70.45,South Korea,country,37.57,126.98,port_to_country,perrhenate,Rhenium,,168536.44,$USD,421341.09,168536.44
San Antonio,port,-33.59,-71.62,Germany,country,53.55,9.99,port_to_country,perrhenate,Rhenium,,81592.96,$USD,135988.27,81592.96
Mejillones,port,-23.1,-70.45,Germany,country,53.55,9.99,port_to_country,perrhenate,Rhenium,,54395.31,$USD,135988.27,54395.31
Antofagasta (ATI),port,-23.65,-70.4,Brazil,country,-23.55,-46.63,port_to_country,lead_unwrought,Lead,,9462366.97,$USD,18924733.95,9462366.97
San Antonio,port,-33.59,-71.62,Brazil,country,-23.55,-46.63,port_to_country,lead_unwrought,Lead,,9462366.97,$USD,18924733.95,9462366.97
Antofagasta (ATI),port,-23.65,-70.4,India,country,19.08,72.88,port_to_country,lead_unwrought,Lead,,2678767.29,$USD,5357534.59,2678767.29
San Antonio,port,-33.59,-71.62,India,country,19.08,72.88,port_to_country,lead_unwrought,Lead,,2678767.29,$USD,5357534.59,2678767.29
Antofagasta (ATI),port,-23.65,-70.4,Colombia,country,4.71,-74.07,port_to_country,lead_unwrought,Lead,,2065350.56,$USD,4130701.13,2065350.56
San Antonio,port,-33.59,-71.62,Colombia,country,4.71,-74.07,port_to_country,lead_unwrought,Lead,,2065350.56,$USD,4130701.13,2065350.56
