FROM_NAME,FROM_TYPE,FROM_LAT,FROM_LON,TO_NAME,TO_TYPE,TO_LAT,TO_LON,EDGE_TYPE,PRODUCT_FORM,COMMODITIES,DISTANCE_KM,EXPORT_VALUE,EXPORT_UNIT,DESTINATION_TOTAL,VALUE_USD
Ventanas,port,-32.74,-71.49,Canada,country,49.28,-123.12,port_to_country,blister,Copper,,8.45,kMT,28.18,77290206.19748999
Barquito,port,-27.07,-70.84,Canada,country,49.28,-123.12,port_to_country,blister,Copper,,5.64,kMT,28.18,51587782.598087996
Antofagasta (ATI),port,-23.65,-70.4,Canada,country,49.28,-123.12,port_to_country,blister,Copper,,2.82,kMT,28.18,25793891.299043998
Mejillones,port,-23.1,-70.45,USA,country,29.76,-95.37,port_to_country,blister,Copper,,0.03,kMT,0.07,274403.09892599995
Ventanas,port,-32.74,-71.49,USA,country,29.76,-95.37,port_to_country,blister,Copper,,0.02,kMT,0.07,182935.39928399998
Barquito,port,-27.07,-70.84,USA,country,29.76,-95.37,port_to_country,blister,Copper,,0.01,kMT,0.07,91467.69964199999
Antofagasta (ATI),port,-23.65,-70.4,USA,country,29.76,-95.37,port_to_country,blister,Copper,,0.01,kMT,0.07,91467.69964199999
Mejillones,port,-23.1,-70.45,China,country,31.23,121.47,port_to_country,blister,Copper,,46.4,kMT,116.0,424410126.33887994
Ventanas,port,-32.74,-71.49,China,country,31.23,121.47,port_to_country,blister,Copper,,34.8,kMT,116.0,318307594.75416
Barquito,port,-27.07,-70.84,China,country,31.23,121.47,port_to_country,blister,Copper,,23.2,kMT,116.0,212205063.16943997
Antofagasta (ATI),port,-23.65,-70.4,China,country,31.23,121.47,port_to_country,blister,Copper,,11.6,kMT,116.0,106102531.58471999
Mejillones,port,-23.1,-70.45,South Korea,country,37.57,126.98,port_to_country,blister,Copper,,14.33,kMT,35.82,131073213.58698599
Ventanas,port,-32.74,-71.49,South Korea,country,37.57,126.98,port_to_country,blister,Copper,,10.75,kMT,35.82,98327777.11514999
Barquito,port,-27.07,-70.84,South Korea,country,37.57,126.98,port_to_country,blister,Copper,,7.16,kMT,35.82,65490872.943671994
Antofagasta (ATI),port,-23.65,-70.4,South Korea,country,37.57,126.98,port_to_country,blister,Copper,,3.58,kMT,35.82,32745436.471835997
Mejillones,port,-23.1,-70.45,India,country,19.08,72.88,port_to_country,blister,Copper,,15.17,kMT,37.92,138756500.35691398
Ventanas,port,-32.74,-71.49,India,country,19.08,72.88,port_to_country,blister,Copper,,11.38,kMT,37.92,104090242.19259599
Barquito,port,-27.07,-70.84,India,country,19.08,72.88,port_to_country,blister,Copper,,7.58,kMT,37.92,69332516.32863599
Antofagasta (ATI),port,-23.65,-70.4,India,country,19.08,72.88,port_to_country,blister,Copper,,3.79,kMT,37.92,34666258.164317995
Mejillones,port,-23.1,-70.45,Japan,country,35.68,139.69,port_to_country,blister,Copper,,1.22,kMT,3.04,11159059.356323998
Ventanas,port,-32.74,-71.49,Japan,country,35.68,139.69,port_to_country,blister,Copper,,0.91,kMT,3.04,8323560.667421999
Barquito,port,-27.07,-70.84,Japan,country,35.68,139.69,port_to_country,blister,Copper,,0.61,kMT,3.04,5579529.678161999
Antofagasta (ATI),port,-23.65,-70.4,Japan,country,35.68,139.69,port_to_country,blister,Copper,,0.3,kMT,3.04,2744030.9892599997
Mejillones,port,-23.1,-70.45,Malaysia,country,3.14,101.69,port_to_country,blister,Copper,,0.09,kMT,0.22,823209.2967779998
Ventanas,port,-32.74,-71.49,Malaysia,country,3.14,101.69,port_to_country,blister,Copper,,0.07,kMT,0.22,640273.8974939999
Barquito,port,-27.07,-70.84,Malaysia,country,3.14,101.69,port_to_country,blister,Copper,,0.04,kMT,0.22,365870.79856799997
Antofagasta (ATI),port,-23.65,-70.4,Malaysia,country,3.14,101.69,port_to_country,blister,Copper,,0.02,kMT,0.22,182935.39928399998
Mejillones,port,-23.1,-70.45,Thailand,country,13.76,100.5,port_to_country,blister,Copper,,0.45,kMT,1.13,4116046.4838899993
Ventanas,port,-32.74,-71.49,Thailand,country,13.76,100.5,port_to_country,blister,Copper,,0.34,kMT,1.13,3109901.787828
Barquito,port,-27.07,-70.84,Thailand,country,13.76,100.5,port_to_country,blister,Copper,,0.23,kMT,1.13,2103757.091766
Antofagasta (ATI),port,-23.65,-70.4,Thailand,country,13.76,100.5,port_to_country,blister,Copper,,0.11,kMT,1.13,1006144.6960619999
Mejillones,port,-23.1,-70.45,Taiwan,country,25.03,121.57,port_to_country,blister,Copper,,0.01,kMT,0.02,91467.69964199999
Ventanas,port,-32.74,-71.49,Taiwan,country,25.03,121.57,port_to_country,blister,Copper,,0.01,kMT,0.02,91467.69964199999
Barquito,port,-27.07,-70.84,Taiwan,country,25.03,121.57,port_to_country,blister,Copper,,0.0,kMT,0.02,0.0
Antofagasta (ATI),port,-23.65,-70.4,Taiwan,country,25.03,121.57,port_to_country,blister,Copper,,0.0,kMT,0.02,0.0
Mejillones,port,-23.1,-70.45,Belgium,country,51.26,4.35,port_to_country,mo_concentrate,Molybdenum,,1404.99,MT,2809.99,65969895.90783239
Antofagasta (ATI),port,-23.65,-70.4,Belgium,country,51.26,4.35,port_to_country,mo_concentrate,Molybdenum,,843.0,MT,2809.99,39582219.26868
Barquito,port,-27.07,-70.84,Belgium,country,51.26,4.35,port_to_country,mo_concentrate,Molybdenum,,562.0,MT,2809.99,26388146.179119997
Mejillones,port,-23.1,-70.45,Netherlands,country,51.92,4.48,port_to_country,mo_concentrate,Molybdenum,,517.2,MT,1034.4,24284607.124272
Antofagasta (ATI),port,-23.65,-70.4,Netherlands,country,51.92,4.48,port_to_country,mo_concentrate,Molybdenum,,310.32,MT,1034.4,14570764.274563199
Barquito,port,-27.07,-70.84,Netherlands,country,51.92,4.48,port_to_country,mo_concentrate,Molybdenum,,206.88,MT,1034.4,9713842.8497088
Mejillones,port,-23.1,-70.45,USA,country,29.76,-95.37,port_to_country,mo_concentrate,Molybdenum,,857.57,MT,1715.13,40266339.001473196
Antofagasta (ATI),port,-23.65,-70.4,USA,country,29.76,-95.37,port_to_country,mo_concentrate,Molybdenum,,514.54,MT,1715.13,24159709.492890395
Barquito,port,-27.07,-70.84,USA,country,29.76,-95.37,port_to_country,mo_concentrate,Molybdenum,,343.03,MT,1715.13,16106629.508582797
Mejillones,port,-23.1,-70.45,China,country,31.23,121.47,port_to_country,mo_concentrate,Molybdenum,,1060.63,MT,2121.26,49800817.5835588
Antofagasta (ATI),port,-23.65,-70.4,China,country,31.23,121.47,port_to_country,mo_concentrate,Molybdenum,,636.38,MT,2121.26,29880584.458128795
Barquito,port,-27.07,-70.84,China,country,31.23,121.47,port_to_country,mo_concentrate,Molybdenum,,424.25,MT,2121.26,19920233.12543
Mejillones,port,-23.1,-70.45,South Korea,country,37.57,126.98,port_to_country,mo_concentrate,Molybdenum,,1106.39,MT,2212.79,51949432.4752964
Antofagasta (ATI),port,-23.65,-70.4,South Korea,country,37.57,126.98,port_to_country,mo_concentrate,Molybdenum,,663.84,MT,2212.79,31169941.2091584
Barquito,port,-27.07,-70.84,South Korea,country,37.57,126.98,port_to_country,mo_concentrate,Molybdenum,,442.56,MT,2212.79,20779960.8061056
Mejillones,port,-23.1,-70.45,India,country,19.08,72.88,port_to_country,mo_concentrate,Molybdenum,,55.68,MT,111.36,2614398.5395967998
Antofagasta (ATI),port,-23.65,-70.4,India,country,19.08,72.88,port_to_country,mo_concentrate,Molybdenum,,33.41,MT,111.36,1568733.0317515996
Barquito,port,-27.07,-70.84,India,country,19.08,72.88,port_to_country,mo_concentrate,Molybdenum,,22.27,MT,111.36,1045665.5078451999
Mejillones,port,-23.1,-70.45,Japan,country,35.68,139.69,port_to_country,mo_concentrate,Molybdenum,,4.86,MT,9.72,228196.42425359998
Antofagasta (ATI),port,-23.65,-70.4,Japan,country,35.68,139.69,port_to_country,mo_concentrate,Molybdenum,,2.92,MT,9.72,137105.6705392
Barquito,port,-27.07,-70.84,Japan,country,35.68,139.69,port_to_country,mo_concentrate,Molybdenum,,1.94,MT,9.72,91090.75371439998
Mejillones,port,-23.1,-70.45,Thailand,country,13.76,100.5,port_to_country,mo_concentrate,Molybdenum,,467.55,MT,935.1,21953341.185138
Antofagasta (ATI),port,-23.65,-70.4,Thailand,country,13.76,100.5,port_to_country,mo_concentrate,Molybdenum,,280.53,MT,935.1,13172004.711082797
Barquito,port,-27.07,-70.84,Thailand,country,13.76,100.5,port_to_country,mo_concentrate,Molybdenum,,187.02,MT,935.1,8781336.474055199
Mejillones,port,-23.1,-70.45,Vietnam,country,10.82,106.63,port_to_country,mo_concentrate,Molybdenum,,108.06,MT,216.12,5073848.8898856
Antofagasta (ATI),port,-23.65,-70.4,Vietnam,country,10.82,106.63,port_to_country,mo_concentrate,Molybdenum,,64.84,MT,216.12,3044497.1499183998
Barquito,port,-27.07,-70.84,Vietnam,country,10.82,106.63,port_to_country,mo_concentrate,Molybdenum,,43.22,MT,216.12,2029351.7399671997
Antofagasta (ATI),port,-23.65,-70.4,Germany,country,53.55,9.99,port_to_country,lithium_compounds,Lithium,,9.67,$M_FOB,19.35,9670000.0
Mejillones,port,-23.1,-70.45,Germany,country,53.55,9.99,port_to_country,lithium_compounds,Lithium,,5.8,$M_FOB,19.35,5800000.0
Iquique,port,-20.21,-70.15,Germany,country,53.55,9.99,port_to_country,lithium_compounds,Lithium,,3.87,$M_FOB,19.35,3870000.0
Antofagasta (ATI),port,-23.65,-70.4,Belgium,country,51.26,4.35,port_to_country,lithium_compounds,Lithium,,39.46,$M_FOB,78.92,39460000.0
Mejillones,port,-23.1,-70.45,Belgium,country,51.26,4.35,port_to_country,lithium_compounds,Lithium,,23.68,$M_FOB,78.92,23680000.0
Iquique,port,-20.21,-70.15,Belgium,country,51.26,4.35,port_to_country,lithium_compounds,Lithium,,15.78,$M_FOB,78.92,15780000.0
Antofagasta (ATI),port,-23.65,-70.4,Canada,country,49.28,-123.12,port_to_country,lithium_compounds,Lithium,,1.24,$M_FOB,2.49,1240000.0
Mejillones,port,-23.1,-70.45,Canada,country,49.28,-123.12,port_to_country,lithium_compounds,Lithium,,0.75,$M_FOB,2.49,750000.0
Iquique,port,-20.21,-70.15,Canada,country,49.28,-123.12,port_to_country,lithium_compounds,Lithium,,0.5,$M_FOB,2.49,500000.0
Antofagasta (ATI),port,-23.65,-70.4,USA,country,29.76,-95.37,port_to_country,lithium_compounds,Lithium,,54.65,$M_FOB,109.3,54650000.0
Mejillones,port,-23.1,-70.45,USA,country,29.76,-95.37,port_to_country,lithium_compounds,Lithium,,32.79,$M_FOB,109.3,32790000.0
Iquique,port,-20.21,-70.15,USA,country,29.76,-95.37,port_to_country,lithium_compounds,Lithium,,21.86,$M_FOB,109.3,21860000.0
Antofagasta (ATI),port,-23.65,-70.4,Mexico,country,19.43,-99.13,port_to_country,lithium_compounds,Lithium,,0.08,$M_FOB,0.15,80000.0
Mejillones,port,-23.1,-70.45,Mexico,country,19.43,-99.13,port_to_country,lithium_compounds,Lithium,,0.05,$M_FOB,0.15,50000.0
Iquique,port,-20.21,-70.15,Mexico,country,19.43,-99.13,port_to_country,lithium_compounds,Lithium,,0.03,$M_FOB,0.15,30000.0
Antofagasta (ATI),port,-23.65,-70.4,China,country,31.23,121.47,port_to_country,lithium_compounds,Lithium,,1012.18,$M_FOB,2024.36,1012180000.0
Mejillones,port,-23.1,-70.45,China,country,31.23,121.47,port_to_country,lithium_compounds,Lithium,,607.31,$M_FOB,2024.36,607310000.0
Iquique,port,-20.21,-70.15,China,country,31.23,121.47,port_to_country,lithium_compounds,Lithium,,404.87,$M_FOB,2024.36,404870000.0
Antofagasta (ATI),port,-23.65,-70.4,South Korea,country,37.57,126.98,port_to_country,lithium_compounds,Lithium,,143.28,$M_FOB,286.56,143280000.0
Mejillones,port,-23.1,-70.45,South Korea,country,37.57,126.98,port_to_country,lithium_compounds,Lithium,,85.97,$M_FOB,286.56,85970000.0
Iquique,port,-20.21,-70.15,South Korea,country,37.57,126.98,port_to_country,lithium_compounds,Lithium,,57.31,$M_FOB,286.56,57310000.0
Antofagasta (ATI),port,-23.65,-70.4,Japan,country,35.68,139.69,port_to_country,lithium_compounds,Lithium,,50.45,$M_FOB,100.9,50450000.0
Mejillones,port,-23.1,-70.45,Japan,country,35.68,139.69,port_to_country,lithium_compounds,Lithium,,30.27,$M_FOB,100.9,30270000.0
Iquique,port,-20.21,-70.15,Japan,country,35.68,139.69,port_to_country,lithium_compounds,Lithium,,20.18,$M_FOB,100.9,20180000.0
Antofagasta (ATI),port,-23.65,-70.4,Taiwan,country,25.03,121.57,port_to_country,lithium_compounds,Lithium,,1.64,$M_FOB,3.27,1640000.0
Mejillones,port,-23.1,-70.45,Taiwan,country,25.03,121.57,port_to_country,lithium_compounds,Lithium,,0.98,$M_FOB,3.27,980000.0
Iquique,port,-20.21,-70.15,Taiwan,country,25.03,121.57,port_to_country,lithium_compounds,Lithium,,0.65,$M_FOB,3.27,650000.0
Antofagasta (ATI),port,-23.65,-70.4,Vietnam,country,10.82,106.63,port_to_country,lithium_compounds,Lithium,,0.63,$M_FOB,1.27,630000.0
Mejillones,port,-23.1,-70.45,Vietnam,country,10.82,106.63,port_to_country,lithium_compounds,Lithium,,0.38,$M_FOB,1.27,380000.0
Iquique,port,-20.21,-70.15,Vietnam,country,10.82,106.63,port_to_country,lithium_compounds,Lithium,,0.25,$M_FOB,1.27,250000.0
Iquique,port,-20.21,-70.15,Belgium,country,51.26,4.35,port_to_country,iodine,Iodine,,75.99,$M_FOB,189.97,75990000.0
Patache,port,-20.8,-70.22,Belgium,country,51.26,4.35,port_to_country,iodine,Iodine,,56.99,$M_FOB,189.97,56990000.0
Antofagasta (ATI),port,-23.65,-70.4,Belgium,country,51.26,4.35,port_to_country,iodine,Iodine,,37.99,$M_FOB,189.97,37990000.0
Mejillones,port,-23.1,-70.45,Belgium,country,51.26,4.35,port_to_country,iodine,Iodine,,19.0,$M_FOB,189.97,19000000.0
Iquique,port,-20.21,-70.15,Spain,country,36.72,-4.42,port_to_country,iodine,Iodine,,0.75,$M_FOB,1.88,750000.0
Patache,port,-20.8,-70.22,Spain,country,36.72,-4.42,port_to_country,iodine,Iodine,,0.56,$M_FOB,1.88,560000.0
Antofagasta (ATI),port,-23.65,-70.4,Spain,country,36.72,-4.42,port_to_country,iodine,Iodine,,0.38,$M_FOB,1.88,380000.0
Mejillones,port,-23.1,-70.45,Spain,country,36.72,-4.42,port_to_country,iodine,Iodine,,0.19,$M_FOB,1.88,190000.0
Iquique,port,-20.21,-70.15,France,country,48.86,2.35,port_to_country,iodine,Iodine,,2.67,$M_FOB,6.67,2670000.0
Patache,port,-20.8,-70.22,France,country,48.86,2.35,port_to_country,iodine,Iodine,,2.0,$M_FOB,6.67,2000000.0
Antofagasta (ATI),port,-23.65,-70.4,France,country,48.86,2.35,port_to_country,iodine,Iodine,,1.33,$M_FOB,6.67,1330000.0
Mejillones,port,-23.1,-70.45,France,country,48.86,2.35,port_to_country,iodine,Iodine,,0.67,$M_FOB,6.67,670000.0
Iquique,port,-20.21,-70.15,Italy,country,45.46,9.19,port_to_country,iodine,Iodine,,11.59,$M_FOB,28.98,11590000.0
Patache,port,-20.8,-70.22,Italy,country,45.46,9.19,port_to_country,iodine,Iodine,,8.69,$M_FOB,28.98,8690000.0
Antofagasta (ATI),port,-23.65,-70.4,Italy,country,45.46,9.19,port_to_country,iodine,Iodine,,5.8,$M_FOB,28.98,5800000.0
Mejillones,port,-23.1,-70.45,Italy,country,45.46,9.19,port_to_country,iodine,Iodine,,2.9,$M_FOB,28.98,2900000.0
Iquique,port,-20.21,-70.15,Norway,country,59.91,10.75,port_to_country,iodine,Iodine,,17.38,$M_FOB,43.44,17380000.0
Patache,port,-20.8,-70.22,Norway,country,59.91,10.75,port_to_country,iodine,Iodine,,13.03,$M_FOB,43.44,13030000.0
Antofagasta (ATI),port,-23.65,-70.4,Norway,country,59.91,10.75,port_to_country,iodine,Iodine,,8.69,$M_FOB,43.44,8690000.0
Mejillones,port,-23.1,-70.45,Norway,country,59.91,10.75,port_to_country,iodine,Iodine,,4.34,$M_FOB,43.44,4340000.0
Iquique,port,-20.21,-70.15,Netherlands,country,51.92,4.48,port_to_country,iodine,Iodine,,55.78,$M_FOB,139.46,55780000.0
Patache,port,-20.8,-70.22,Netherlands,country,51.92,4.48,port_to_country,iodine,Iodine,,41.84,$M_FOB,139.46,41840000.0
Antofagasta (ATI),port,-23.65,-70.4,Netherlands,country,51.92,4.48,port_to_country,iodine,Iodine,,27.89,$M_FOB,139.46,27890000.0
Mejillones,port,-23.1,-70.45,Netherlands,country,51.92,4.48,port_to_country,iodine,Iodine,,13.95,$M_FOB,139.46,13950000.0
Iquique,port,-20.21,-70.15,United Kingdom,country,51.51,-0.13,port_to_country,iodine,Iodine,,2.77,$M_FOB,6.92,2770000.0
Patache,port,-20.8,-70.22,United Kingdom,country,51.51,-0.13,port_to_country,iodine,Iodine,,2.08,$M_FOB,6.92,2080000.0
Antofagasta (ATI),port,-23.65,-70.4,United Kingdom,country,51.51,-0.13,port_to_country,iodine,Iodine,,1.38,$M_FOB,6.92,1380000.0
Mejillones,port,-23.1,-70.45,United Kingdom,country,51.51,-0.13,port_to_country,iodine,Iodine,,0.69,$M_FOB,6.92,690000.0
Iquique,port,-20.21,-70.15,Argentina,country,-34.6,-58.38,port_to_country,iodine,Iodine,,1.08,$M_FOB,2.69,1080000.0
Patache,port,-20.8,-70.22,Argentina,country,-34.6,-58.38,port_to_country,iodine,Iodine,,0.81,$M_FOB,2.69,810000.0
Antofagasta (ATI),port,-23.65,-70.4,Argentina,country,-34.6,-58.38,port_to_country,iodine,Iodine,,0.54,$M_FOB,2.69,540000.0
Mejillones,port,-23.1,-70.45,Argentina,country,-34.6,-58.38,port_to_country,iodine,Iodine,,0.27,$M_FOB,2.69,270000.0
Iquique,port,-20.21,-70.15,Brazil,country,-23.55,-46.63,port_to_country,iodine,Iodine,,28.93,$M_FOB,72.32,28930000.0
Patache,port,-20.8,-70.22,Brazil,country,-23.55,-46.63,port_to_country,iodine,Iodine,,21.7,$M_FOB,72.32,21700000.0
Antofagasta (ATI),port,-23.65,-70.4,Brazil,country,-23.55,-46.63,port_to_country,iodine,Iodine,,14.46,$M_FOB,72.32,14460000.0
Mejillones,port,-23.1,-70.45,Brazil,country,-23.55,-46.63,port_to_country,iodine,Iodine,,7.23,$M_FOB,72.32,7230000.0
Iquique,port,-20.21,-70.15,Colombia,country,4.71,-74.07,port_to_country,iodine,Iodine,,0.47,$M_FOB,1.17,470000.0
Patache,port,-20.8,-70.22,Colombia,country,4.71,-74.07,port_to_country,iodine,Iodine,,0.35,$M_FOB,1.17,350000.0
Antofagasta (ATI),port,-23.65,-70.4,Colombia,country,4.71,-74.07,port_to_country,iodine,Iodine,,0.23,$M_FOB,1.17,230000.0
Mejillones,port,-23.1,-70.45,Colombia,country,4.71,-74.07,port_to_country,iodine,Iodine,,0.12,$M_FOB,1.17,120000.0
Iquique,port,-20.21,-70.15,USA,country,29.76,-95.37,port_to_country,iodine,Iodine,,79.79,$M_FOB,199.48,79790000.0
Patache,port,-20.8,-70.22,USA,country,29.76,-95.37,port_to_country,iodine,Iodine,,59.84,$M_FOB,199.48,59840000.0
Antofagasta (ATI),port,-23.65,-70.4,USA,country,29.76,-95.37,port_to_country,iodine,Iodine,,39.9,$M_FOB,199.48,39900000.0
Mejillones,port,-23.1,-70.45,USA,country,29.76,-95.37,port_to_country,iodine,Iodine,,19.95,$M_FOB,199.48,19950000.0
Iquique,port,-20.21,-70.15,Mexico,country,19.43,-99.13,port_to_country,iodine,Iodine,,8.88,$M_FOB,22.19,8880000.0
Patache,port,-20.8,-70.22,Mexico,country,19.43,-99.13,port_to_country,iodine,Iodine,,6.66,$M_FOB,22.19,6660000.0
Antofagasta (ATI),port,-23.65,-70.4,Mexico,country,19.43,-99.13,port_to_country,iodine,Iodine,,4.44,$M_FOB,22.19,4440000.0
Mejillones,port,-23.1,-70.45,Mexico,country,19.43,-99.13,port_to_country,iodine,Iodine,,2.22,$M_FOB,22.19,2220000.0
Iquique,port,-20.21,-70.15,Peru,country,-12.05,-77.04,port_to_country,iodine,Iodine,,0.11,$M_FOB,0.28,110000.0
Patache,port,-20.8,-70.22,Peru,country,-12.05,-77.04,port_to_country,iodine,Iodine,,0.08,$M_FOB,0.28,80000.0
Antofagasta (ATI),port,-23.65,-70.4,Peru,country,-12.05,-77.04,port_to_country,iodine,Iodine,,0.06,$M_FOB,0.28,60000.0
Mejillones,port,-23.1,-70.45,Peru,country,-12.05,-77.04,port_to_country,iodine,Iodine,,0.03,$M_FOB,0.28,30000.0
Iquique,port,-20.21,-70.15,Uruguay,country,-34.88,-56.16,port_to_country,iodine,Iodine,,0.04,$M_FOB,0.1,40000.0
Patache,port,-20.8,-70.22,Uruguay,country,-34.88,-56.16,port_to_country,iodine,Iodine,,0.03,$M_FOB,0.1,30000.0
Antofagasta (ATI),port,-23.65,-70.4,Uruguay,country,-34.88,-56.16,port_to_country,iodine,Iodine,,0.02,$M_FOB,0.1,20000.0
Mejillones,port,-23.1,-70.45,Uruguay,country,-34.88,-56.16,port_to_country,iodine,Iodine,,0.01,$M_FOB,0.1,10000.0
Iquique,port,-20.21,-70.15,China,country,31.23,121.47,port_to_country,iodine,Iodine,,187.7,$M_FOB,469.26,187700000.0
Patache,port,-20.8,-70.22,China,country,31.23,121.47,port_to_country,iodine,Iodine,,140.78,$M_FOB,469.26,140780000.0
Antofagasta (ATI),port,-23.65,-70.4,China,country,31.23,121.47,port_to_country,iodine,Iodine,,93.85,$M_FOB,469.26,93850000.0
Mejillones,port,-23.1,-70.45,China,country,31.23,121.47,port_to_country,iodine,Iodine,,46.93,$M_FOB,469.26,46930000.0
Iquique,port,-20.21,-70.15,South Korea,country,37.57,126.98,port_to_country,iodine,Iodine,,3.59,$M_FOB,8.98,3590000.0
Patache,port,-20.8,-70.22,South Korea,country,37.57,126.98,port_to_country,iodine,Iodine,,2.7,$M_FOB,8.98,2700000.0
Antofagasta (ATI),port,-23.65,-70.4,South Korea,country,37.57,126.98,port_to_country,iodine,Iodine,,1.8,$M_FOB,8.98,1800000.0
Mejillones,port,-23.1,-70.45,South Korea,country,37.57,126.98,port_to_country,iodine,Iodine,,0.9,$M_FOB,8.98,900000.0
Iquique,port,-20.21,-70.15,India,country,19.08,72.88,port_to_country,iodine,Iodine,,86.1,$M_FOB,215.25,86100000.0
Patache,port,-20.8,-70.22,India,country,19.08,72.88,port_to_country,iodine,Iodine,,64.58,$M_FOB,215.25,64580000.0
Antofagasta (ATI),port,-23.65,-70.4,India,country,19.08,72.88,port_to_country,iodine,Iodine,,43.05,$M_FOB,215.25,43050000.0
Mejillones,port,-23.1,-70.45,India,country,19.08,72.88,port_to_country,iodine,Iodine,,21.53,$M_FOB,215.25,21530000.0
Iquique,port,-20.21,-70.15,Japan,country,35.68,139.69,port_to_country,iodine,Iodine,,3.23,$M_FOB,8.08,3230000.0
Patache,port,-20.8,-70.22,Japan,country,35.68,139.69,port_to_country,iodine,Iodine,,2.42,$M_FOB,8.08,2420000.0
Antofagasta (ATI),port,-23.65,-70.4,Japan,country,35.68,139.69,port_to_country,iodine,Iodine,,1.62,$M_FOB,8.08,1620000.0
Mejillones,port,-23.1,-70.45,Japan,country,35.68,139.69,port_to_country,iodine,Iodine,,0.81,$M_FOB,8.08,810000.0
Iquique,port,-20.21,-70.15,Vietnam,country,10.82,106.63,port_to_country,iodine,Iodine,,5.14,$M_FOB,12.84,5140000.0
Patache,port,-20.8,-70.22,Vietnam,country,10.82,106.63,port_to_country,iodine,Iodine,,3.85,$M_FOB,12.84,3850000.0
Antofagasta (ATI),port,-23.65,-70.4,Vietnam,country,10.82,106.63,port_to_country,iodine,Iodine,,2.57,$M_FOB,12.84,2570000.0
Mejillones,port,-23.1,-70.45,Vietnam,country,10.82,106.63,port_to_country,iodine,Iodine,,1.28,$M_FOB,12.84,1280000.0
Iquique,port,-20.21,-70.15,Australia,country,-33.87,151.21,port_to_country,iodine,Iodine,,2.96,$M_FOB,7.41,2960000.0
Patache,port,-20.8,-70.22,Australia,country,-33.87,151.21,port_to_country,iodine,Iodine,,2.22,$M_FOB,7.41,2220000.0
Antofagasta (ATI),port,-23.65,-70.4,Australia,country,-33.87,151.21,port_to_country,iodine,Iodine,,1.48,$M_FOB,7.41,1480000.0
Mejillones,port,-23.1,-70.45,Australia,country,-33.87,151.21,port_to_country,iodine,Iodine,,0.74,$M_FOB,7.41,740000.0
Iquique,port,-20.21,-70.15,New Zealand,country,-36.85,174.76,port_to_country,iodine,Iodine,,0.63,$M_FOB,1.59,630000.0
Patache,port,-20.8,-70.22,New Zealand,country,-36.85,174.76,port_to_country,iodine,Iodine,,0.48,$M_FOB,1.59,480000.0
Antofagasta (ATI),port,-23.65,-70.4,New Zealand,country,-36.85,174.76,port_to_country,iodine,Iodine,,0.32,$M_FOB,1.59,320000.0
Mejillones,port,-23.1,-70.45,New Zealand,country,-36.85,174.76,port_to_country,iodine,Iodine,,0.16,$M_FOB,1.59,160000.0
San Antonio,port,-33.59,-71.62,Switzerland,country,47.38,8.54,port_to_country,gold_refined,Gold,,354975072.14,$USD,709950144.28,354975072.14
Antofagasta (ATI),port,-23.65,-70.4,Switzerland,country,47.38,8.54,port_to_country,gold_refined,Gold,,212985043.28,$USD,709950144.28,212985043.28
Mejillones,port,-23.1,-70.45,Switzerland,country,47.38,8.54,port_to_country,gold_refined,Gold,,141990028.86,$USD,709950144.28,141990028.86
San Antonio,port,-33.59,-71.62,Canada,country,49.28,-123.12,port_to_country,gold_refined,Gold,,133920781.82,$USD,267841563.64,133920781.82
Antofagasta (ATI),port,-23.65,-70.4,Canada,country,49.28,-123.12,port_to_country,gold_refined,Gold,,80352469.09,$USD,267841563.64,80352469.09
Mejillones,port,-23.1,-70.45,Canada,country,49.28,-123.12,port_to_country,gold_refined,Gold,,53568312.73,$USD,267841563.64,53568312.73
San Antonio,port,-33.59,-71.62,USA,country,29.76,-95.37,port_to_country,gold_refined,Gold,,105673835.54,$USD,211347671.08,105673835.54
Antofagasta (ATI),port,-23.65,-70.4,USA,country,29.76,-95.37,port_to_country,gold_refined,Gold,,63404301.32,$USD,211347671.08,63404301.32
Mejillones,port,-23.1,-70.45,USA,country,29.76,-95.37,port_to_country,gold_refined,Gold,,42269534.22,$USD,211347671.08,42269534.22
San Antonio,port,-33.59,-71.62,China,country,31.23,121.47,port_to_country,gold_refined,Gold,,34884899.16,$USD,69769798.31,34884899.16
Antofagasta (ATI),port,-23.65,-70.4,China,country,31.23,121.47,port_to_country,gold_refined,Gold,,20930939.49,$USD,69769798.31,20930939.49
Mejillones,port,-23.1,-70.45,China,country,31.23,121.47,port_to_country,gold_refined,Gold,,13953959.66,$USD,69769798.31,13953959.66
San Antonio,port,-33.59,-71.62,UAE,country,25.2,55.27,port_to_country,gold_refined,Gold,,6191887.67,$USD,12383775.34,6191887.67
Antofagasta (ATI),port,-23.65,-70.4,UAE,country,25.2,55.27,port_to_country,gold_refined,Gold,,3715132.6,$USD,12383775.34,3715132.6
Mejillones,port,-23.1,-70.45,UAE,country,25.2,55.27,port_to_country,gold_refined,Gold,,2476755.07,$USD,12383775.34,2476755.07
San Antonio,port,-33.59,-71.62,Singapore,country,1.35,103.82,port_to_country,gold_refined,Gold,,3094503.71,$USD,6189007.41,3094503.71
Antofagasta (ATI),port,-23.65,-70.4,Singapore,country,1.35,103.82,port_to_country,gold_refined,Gold,,1856702.22,$USD,6189007.41,1856702.22
Mejillones,port,-23.1,-70.45,Singapore,country,1.35,103.82,port_to_country,gold_refined,Gold,,1237801.48,$USD,6189007.41,1237801.48
