MINE_NAME,MINE_IDX,MINE_TYPE,MINE_STATUS,MINE_LAT,MINE_LON,MINE_REGION,MINE_OPERATOR,PLANT_NAME,PLANT_IDX,PLANT_TYPE,PLANT_STATUS,PLANT_LAT,PLANT_LON,PLANT_OPERATOR,PLANT_OWNER,PLANT_CAPACITY,PLANT_CAPACITY_UNITS,SHARED_COMMODITIES,DISTANCE_KM,PRODUCT_FORM
Salar Colpitas,255.0,Prospect/Project,Prospect/Project,-17.95999999999998,-69.41999999999996,Arica y Parinacota,,Boric acid and agrochemical plants,275.0,Processing Plant,Active,-18.4414,-69.879,Química Industrial del Bórax Ltda. ,"Private, Chile-based investors, 100%",550,tmt,Boron,72.2,concentrate
Salar Surire,266.0,Prospect/Project,Prospect/Project,-18.819999999999936,-69.04999999999995,Arica y Parinacota,,Boric acid and agrochemical plants,275.0,Processing Plant,Active,-18.4414,-69.879,Química Industrial del Bórax Ltda. ,"Private, Chile-based investors, 100%",550,tmt,Boron,97.0,concentrate
Salar de Atacama,,Mine (active),Active,-23.46999999999997,-68.29999999999995,Antofagasta,Química Industrial del Bórax Ltda. ,Mine brines of Atacama Salar,,Processing Plant,Active,-23.4874,-68.3354,S.Q.M. Salar S.A. ,"Sociedad Química y Minera de Chile S.A. (SQM), 100%","6,000",mt,Lithium,4.1,concentrate
Salar de Atacama,,Mine (active),Active,-23.46999999999997,-68.29999999999995,Antofagasta,Química Industrial del Bórax Ltda. ,Dual-use plant at Salar del Carmen,,Processing Plant,Active,-23.6351,-70.2595,SQM Salar S.A. ,"Sociedad Química y Minera de Chile S.A. (SQM), 100%","2,600",tmt,Lithium,200.6,concentrate
Salar de Atacama,,Mine (active),Active,-23.46999999999997,-68.29999999999995,Antofagasta,Química Industrial del Bórax Ltda. ,Chemetall Foote plant,,Processing Plant,Active,-23.7593,-70.3112,Rockwood Lithium Ltda. ,"Rockwood Holdings Inc., 100%","26,000",mt,Lithium,207.4,concentrate
Salares Norte,216.0,Mine (active),Active,-26.011999999999944,-68.89027999999996,Atacama,,Osvaldo Martínez plant,371.0,Processing Plant,Active,-26.4196,-70.3172,Empresa Nacional de Minería (ENAMI),"Government, 100%",400,kg,Gold,149.4,concentrate
Salares Norte,216.0,Mine (active),Active,-26.011999999999944,-68.89027999999996,Atacama,,Osvaldo Martínez plant,372.0,Processing Plant,Active,-26.4196,-70.3172,Empresa Nacional de Minería (ENAMI),"Government, 100%","6,000",kg,Silver,149.4,concentrate
Salvador,217.0,Mine (active),Active,-26.24099999999993,-69.56999999999994,Atacama,Corporación Nacional del Cobre (CODELCO),Potrerillos SX-EW refinery and smelter,435.0,Smelter,Active,-26.283,-69.5965,Corporación Nacional del Cobre (CODELCO),"Government, 100%",70,tmt,Copper,5.4,cathode_sxew
Salvador,217.0,Mine (active),Active,-26.24099999999993,-69.56999999999994,Atacama,Corporación Nacional del Cobre (CODELCO),Franke SX-EW Plant,324.0,SX-EW Plant,Active,-25.8334,-69.8639,Sociedad Contractual Minera Franke ,"KGHM International Ltd., 100%",,,Copper,54.0,cathode_sxew
Salvador,217.0,Mine (active),Active,-26.24099999999993,-69.56999999999994,Atacama,Corporación Nacional del Cobre (CODELCO),Osvaldo Martínez,370.0,Processing Plant,Active,-26.4196,-70.3172,Empresa Nacional de Minería (ENAMI),"Government, 100%",180,tmt,Copper,77.1,concentrate
Salvador,217.0,Mine (active),Active,-26.24099999999993,-69.56999999999994,Atacama,Corporación Nacional del Cobre (CODELCO),Mantoverde SX-EW plant,351.0,SX-EW Plant,Active,-26.5615,-70.3253,Empresa Minera de Mantos Blancos S.A. ,"Anglo American plc, 99.9%, and other private, 0.1%",65,tmt,Copper,83.2,cathode_sxew
Salvador,217.0,Mine (active),Active,-26.24099999999993,-69.56999999999994,Atacama,Corporación Nacional del Cobre (CODELCO),José Antonio Moreno,335.0,Processing Plant,Active,-25.3963,-70.4742,Empresa Nacional de Minería (ENAMI),"Government, 100%",180,tmt,Copper,130.4,concentrate
Salvador,217.0,Mine (active),Active,-26.24099999999993,-69.56999999999994,Atacama,Corporación Nacional del Cobre (CODELCO),Manuel Antonio Matta,352.0,Processing Plant,Active,-27.4131,-70.2517,Empresa Nacional de Minería (ENAMI),"Government, 100%",180,tmt,Copper,146.8,concentrate
Salvador,217.0,Mine (active),Active,-26.24099999999993,-69.56999999999994,Atacama,Corporación Nacional del Cobre (CODELCO),Hernán Videla Lira smelter (anodes and blister),331.0,Smelter,Active,-27.4198,-70.2577,Empresa Nacional de Minería (ENAMI),"Government, 100%",340,tmt,Copper,147.8,blister
San Pietro,220.0,Prospect/Project,Prospect/Project,-26.47499999999997,-70.10299999999995,Atacama,,Osvaldo Martínez,370.0,Processing Plant,Active,-26.4196,-70.3172,Empresa Nacional de Minería (ENAMI),"Government, 100%",180,tmt,Copper,22.2,concentrate
San Pietro,220.0,Prospect/Project,Prospect/Project,-26.47499999999997,-70.10299999999995,Atacama,,Mantoverde SX-EW plant,351.0,SX-EW Plant,Active,-26.5615,-70.3253,Empresa Minera de Mantos Blancos S.A. ,"Anglo American plc, 99.9%, and other private, 0.1%",65,tmt,Copper,24.1,cathode_sxew
San Pietro,220.0,Prospect/Project,Prospect/Project,-26.47499999999997,-70.10299999999995,Atacama,,Potrerillos SX-EW refinery and smelter,435.0,Smelter,Active,-26.283,-69.5965,Corporación Nacional del Cobre (CODELCO),"Government, 100%",70,tmt,Copper,54.8,cathode_sxew
San Pietro,220.0,Prospect/Project,Prospect/Project,-26.47499999999997,-70.10299999999995,Atacama,,Franke SX-EW Plant,324.0,SX-EW Plant,Active,-25.8334,-69.8639,Sociedad Contractual Minera Franke ,"KGHM International Ltd., 100%",,,Copper,75.2,cathode_sxew
San Pietro,220.0,Prospect/Project,Prospect/Project,-26.47499999999997,-70.10299999999995,Atacama,,Manuel Antonio Matta,352.0,Processing Plant,Active,-27.4131,-70.2517,Empresa Nacional de Minería (ENAMI),"Government, 100%",180,tmt,Copper,105.3,concentrate
San Pietro,220.0,Prospect/Project,Prospect/Project,-26.47499999999997,-70.10299999999995,Atacama,,Hernán Videla Lira smelter (anodes and blister),331.0,Smelter,Active,-27.4198,-70.2577,Empresa Nacional de Minería (ENAMI),"Government, 100%",340,tmt,Copper,106.2,blister
San Pietro,220.0,Prospect/Project,Prospect/Project,-26.47499999999997,-70.10299999999995,Atacama,,Biocobre refinery,274.0,Refinery,Active,-27.5734,-70.2484,Sociedad Punta del Cobre S.A (Pucobre),Sociedad Punta del Cobre S.A (Pucobre) (100%),,,Copper,123.0,cathode_er
San Pietro,220.0,Prospect/Project,Prospect/Project,-26.47499999999997,-70.10299999999995,Atacama,,José Antonio Moreno,335.0,Processing Plant,Active,-25.3963,-70.4742,Empresa Nacional de Minería (ENAMI),"Government, 100%",180,tmt,Copper,125.6,concentrate
Santo Domingo,224.0,Prospect/Project,Prospect/Project,-26.42599999999993,-70.01599999999996,Atacama,,Osvaldo Martínez,370.0,Processing Plant,Active,-26.4196,-70.3172,Empresa Nacional de Minería (ENAMI),"Government, 100%",180,tmt,Copper,30.0,concentrate
Santo Domingo,224.0,Prospect/Project,Prospect/Project,-26.42599999999993,-70.01599999999996,Atacama,,Osvaldo Martínez plant,371.0,Processing Plant,Active,-26.4196,-70.3172,Empresa Nacional de Minería (ENAMI),"Government, 100%",400,kg,Gold,30.0,concentrate
Santo Domingo,224.0,Prospect/Project,Prospect/Project,-26.42599999999993,-70.01599999999996,Atacama,,Mantoverde SX-EW plant,351.0,SX-EW Plant,Active,-26.5615,-70.3253,Empresa Minera de Mantos Blancos S.A. ,"Anglo American plc, 99.9%, and other private, 0.1%",65,tmt,Copper,34.3,cathode_sxew
Santo Domingo,224.0,Prospect/Project,Prospect/Project,-26.42599999999993,-70.01599999999996,Atacama,,Potrerillos SX-EW refinery and smelter,435.0,Smelter,Active,-26.283,-69.5965,Corporación Nacional del Cobre (CODELCO),"Government, 100%",70,tmt,Copper,44.7,cathode_sxew
Santo Domingo,224.0,Prospect/Project,Prospect/Project,-26.42599999999993,-70.01599999999996,Atacama,,Franke SX-EW Plant,324.0,SX-EW Plant,Active,-25.8334,-69.8639,Sociedad Contractual Minera Franke ,"KGHM International Ltd., 100%",,,Copper,67.6,cathode_sxew
Santo Domingo,224.0,Prospect/Project,Prospect/Project,-26.42599999999993,-70.01599999999996,Atacama,,Manuel Antonio Matta,352.0,Processing Plant,Active,-27.4131,-70.2517,Empresa Nacional de Minería (ENAMI),"Government, 100%",180,tmt,Copper,112.2,concentrate
Santo Domingo,224.0,Prospect/Project,Prospect/Project,-26.42599999999993,-70.01599999999996,Atacama,,Manuel Antonio Matta plant,353.0,Processing Plant,Active,-27.4131,-70.2517,Empresa Nacional de Minería (ENAMI),"Government, 100%",400,kg,Gold,112.2,concentrate
Santo Domingo,224.0,Prospect/Project,Prospect/Project,-26.42599999999993,-70.01599999999996,Atacama,,Hernán Videla Lira smelter (anodes and blister),331.0,Smelter,Active,-27.4198,-70.2577,Empresa Nacional de Minería (ENAMI),"Government, 100%",340,tmt,Copper,113.1,blister
Santo Domingo,224.0,Prospect/Project,Prospect/Project,-26.42599999999993,-70.01599999999996,Atacama,,José Antonio Moreno,335.0,Processing Plant,Active,-25.3963,-70.4742,Empresa Nacional de Minería (ENAMI),"Government, 100%",180,tmt,Copper,123.3,concentrate
Santo Domingo,224.0,Prospect/Project,Prospect/Project,-26.42599999999993,-70.01599999999996,Atacama,,José Antonio Moreno plant,336.0,Processing Plant,Active,-25.3963,-70.4742,Empresa Nacional de Minería (ENAMI),"Government, 100%",400,kg,Gold,123.3,concentrate
Santo Domingo,224.0,Prospect/Project,Prospect/Project,-26.42599999999993,-70.01599999999996,Atacama,,Magnetite plant to process tailings from the Candelaria Mine and other iron-bearing raw materials from third parties,348.0,Processing Plant,Active,-27.5218,-70.3192,Compañía Minera del Pacífico S.A. (CMP),"CAP S.A., 75%, and MC Inversiones Ltda., 25%","2,000",tmt,Iron,125.5,concentrate
Santo Domingo,224.0,Prospect/Project,Prospect/Project,-26.42599999999993,-70.01599999999996,Atacama,,Biocobre refinery,274.0,Refinery,Active,-27.5734,-70.2484,Sociedad Punta del Cobre S.A (Pucobre),Sociedad Punta del Cobre S.A (Pucobre) (100%),,,Copper,129.6,cathode_er
Sierra,225.0,Prospect/Project,Prospect/Project,-23.15199999999993,-69.96999999999997,Antofagasta,KGHM International Ltd.,Mantos Blancos SX-EW plant,349.0,SX-EW Plant,Active,-23.4397,-70.0734,Empresa Minera de Mantos Blancos S.A. ,"Anglo American plc, 99.9%, and other private, 0.1%",100,tmt,Copper,33.7,cathode_sxew
Sierra,225.0,Prospect/Project,Prospect/Project,-23.15199999999993,-69.96999999999997,Antofagasta,KGHM International Ltd.,Lomas Bayas SX-EW plant,341.0,SX-EW Plant,Active,-23.4318,-69.5017,Compañía Minera Xstrata Lomas Bayas ,"Glencore plc, 100%",75,tmt,Copper,57.1,cathode_sxew
Sierra,225.0,Prospect/Project,Prospect/Project,-23.15199999999993,-69.96999999999997,Antofagasta,KGHM International Ltd.,Michilla SX-EW/sulfide-leaching plant,359.0,SX-EW Plant,Active,-22.6791,-70.1883,Minera Michilla S.A. ,"Antofagasta plc, 74.2%, and other private Chilean investors, 25.8%",45,tmt,Copper,57.1,cathode_sxew
Sierra,225.0,Prospect/Project,Prospect/Project,-23.15199999999993,-69.96999999999997,Antofagasta,KGHM International Ltd.,Antucoya SX-EW plant,271.0,SX-EW Plant,Active,-22.6298,-69.8832,Antofagasta plc,"Antofagasta plc, 70%, Marubeni Corp., 30%",,,Copper,58.7,cathode_sxew
Sierra,225.0,Prospect/Project,Prospect/Project,-23.15199999999993,-69.96999999999997,Antofagasta,KGHM International Ltd.,Spence SX-EW plant,444.0,SX-EW Plant,Active,-22.8015,-69.2818,Minera Spence S.A. ,"BHP Billiton plc, 100%",200,tmt,Copper,80.5,cathode_sxew
Sierra,225.0,Prospect/Project,Prospect/Project,-23.15199999999993,-69.96999999999997,Antofagasta,KGHM International Ltd.,Altonorte smelter,269.0,Smelter,Active,-23.8247,-70.3178,Glencore Copper Chile S.A. ,Glencore Copper Chile S.A. ,300,tmt,Copper,82.8,blister
Sierra,225.0,Prospect/Project,Prospect/Project,-23.15199999999993,-69.96999999999997,Antofagasta,KGHM International Ltd.,Mantos de la Luna SX-EW plant,350.0,SX-EW Plant,Active,-22.3851,-70.1782,Compania Mantos de la Luna,"Izquierdo Menendez Group, 100%",,,Copper,87.9,cathode_sxew
Sierra,225.0,Prospect/Project,Prospect/Project,-23.15199999999993,-69.96999999999997,Antofagasta,KGHM International Ltd.,El Tesoro SX-EW plant,316.0,SX-EW Plant,Active,-22.9277,-69.0976,Minera El Tesoro S.A. ,"Antofagasta plc, 70%, and Marubeni Corp., 30%",110,tmt,Copper,92.7,cathode_sxew
Sierra,225.0,Prospect/Project,Prospect/Project,-23.15199999999993,-69.96999999999997,Antofagasta,KGHM International Ltd.,Centinela oxide and sulfide plant,279.0,Processing Plant,Active,-22.9275,-69.0965,Antofagasta plc,"Antofagasta plc, 70%, and Marubeni Corp., 30%",300,tmt,Copper,92.8,concentrate
Sierra,225.0,Prospect/Project,Prospect/Project,-23.15199999999993,-69.96999999999997,Antofagasta,KGHM International Ltd.,Gabriela Mistral SX-EW plant,325.0,SX-EW Plant,Active,-23.4173,-68.7838,Minera Gaby S.A. ,"Corporación Nacional del Cobre (CODELCO) (Government, 100%), 100%",170,tmt,Copper,124.7,cathode_sxew
Sierra,225.0,Prospect/Project,Prospect/Project,-23.15199999999993,-69.96999999999997,Antofagasta,KGHM International Ltd.,Plant near Tocopilla,430.0,Processing Plant,Active,-21.9459,-69.8715,Minera Capacho Viejo Ltda. ,Minera Capacho Viejo Ltda. ,"5,000",mt,Copper,134.5,concentrate
Sierra,225.0,Prospect/Project,Prospect/Project,-23.15199999999993,-69.96999999999997,Antofagasta,KGHM International Ltd.,Chuquicamata SX-EW plant (oxide) and smelter,292.0,Smelter,Active,-22.3137,-68.8895,Corporación Nacional del Cobre (CODELCO),"Government, 100%",450,tmt,Copper,144.8,cathode_sxew
Sierra,225.0,Prospect/Project,Prospect/Project,-23.15199999999993,-69.96999999999997,Antofagasta,KGHM International Ltd.,Zaldívar SX-EW plant,460.0,SX-EW Plant,Active,-24.201,-69.0689,Compañía Minera Zaldívar ,"Barrick Gold Corp., 100%",150,tmt,Copper,148.4,cathode_sxew
Sierra,225.0,Prospect/Project,Prospect/Project,-23.15199999999993,-69.96999999999997,Antofagasta,KGHM International Ltd.,Chuquicamata Mine (plant to acid-leach fine copper),290.0,Processing Plant,Active,-22.3013,-68.8404,EcoMetales Ltd. ,"Codelco Technologies Ltd., 100%",25,tmt,Copper,149.6,cathode_sxew
Sierra Atacama,227.0,Mine (active),Active,-23.238999999999976,-70.11899999999997,Antofagasta,,Mantos Blancos SX-EW plant,349.0,SX-EW Plant,Active,-23.4397,-70.0734,Empresa Minera de Mantos Blancos S.A. ,"Anglo American plc, 99.9%, and other private, 0.1%",100,tmt,Copper,22.8,cathode_sxew
Sierra Atacama,227.0,Mine (active),Active,-23.238999999999976,-70.11899999999997,Antofagasta,,Michilla SX-EW/sulfide-leaching plant,359.0,SX-EW Plant,Active,-22.6791,-70.1883,Minera Michilla S.A. ,"Antofagasta plc, 74.2%, and other private Chilean investors, 25.8%",45,tmt,Copper,62.7,cathode_sxew
Sierra Atacama,227.0,Mine (active),Active,-23.238999999999976,-70.11899999999997,Antofagasta,,Lomas Bayas SX-EW plant,341.0,SX-EW Plant,Active,-23.4318,-69.5017,Compañía Minera Xstrata Lomas Bayas ,"Glencore plc, 100%",75,tmt,Copper,66.6,cathode_sxew
Sierra Atacama,227.0,Mine (active),Active,-23.238999999999976,-70.11899999999997,Antofagasta,,Altonorte smelter,269.0,Smelter,Active,-23.8247,-70.3178,Glencore Copper Chile S.A. ,Glencore Copper Chile S.A. ,300,tmt,Copper,68.2,blister
Sierra Atacama,227.0,Mine (active),Active,-23.238999999999976,-70.11899999999997,Antofagasta,,Antucoya SX-EW plant,271.0,SX-EW Plant,Active,-22.6298,-69.8832,Antofagasta plc,"Antofagasta plc, 70%, Marubeni Corp., 30%",,,Copper,71.9,cathode_sxew
Sierra Atacama,227.0,Mine (active),Active,-23.238999999999976,-70.11899999999997,Antofagasta,,Mantos de la Luna SX-EW plant,350.0,SX-EW Plant,Active,-22.3851,-70.1782,Compania Mantos de la Luna,"Izquierdo Menendez Group, 100%",,,Copper,95.1,cathode_sxew
Sierra Atacama,227.0,Mine (active),Active,-23.238999999999976,-70.11899999999997,Antofagasta,,Spence SX-EW plant,444.0,SX-EW Plant,Active,-22.8015,-69.2818,Minera Spence S.A. ,"BHP Billiton plc, 100%",200,tmt,Copper,98.5,cathode_sxew
Sierra Atacama,227.0,Mine (active),Active,-23.238999999999976,-70.11899999999997,Antofagasta,,El Tesoro SX-EW plant,316.0,SX-EW Plant,Active,-22.9277,-69.0976,Minera El Tesoro S.A. ,"Antofagasta plc, 70%, and Marubeni Corp., 30%",110,tmt,Copper,110.1,cathode_sxew
Sierra Atacama,227.0,Mine (active),Active,-23.238999999999976,-70.11899999999997,Antofagasta,,Centinela oxide and sulfide plant,279.0,Processing Plant,Active,-22.9275,-69.0965,Antofagasta plc,"Antofagasta plc, 70%, and Marubeni Corp., 30%",300,tmt,Copper,110.2,concentrate
Sierra Atacama,227.0,Mine (active),Active,-23.238999999999976,-70.11899999999997,Antofagasta,,Gabriela Mistral SX-EW plant,325.0,SX-EW Plant,Active,-23.4173,-68.7838,Minera Gaby S.A. ,"Corporación Nacional del Cobre (CODELCO) (Government, 100%), 100%",170,tmt,Copper,137.8,cathode_sxew
Sierra Atacama,227.0,Mine (active),Active,-23.238999999999976,-70.11899999999997,Antofagasta,,Plant near Tocopilla,430.0,Processing Plant,Active,-21.9459,-69.8715,Minera Capacho Viejo Ltda. ,Minera Capacho Viejo Ltda. ,"5,000",mt,Copper,146.0,concentrate
Sierra Gorda,228.0,Mine (active),Active,-22.84699999999998,-69.33899999999994,Antofagasta,KGHM International Ltd.,Spence SX-EW plant,444.0,SX-EW Plant,Active,-22.8015,-69.2818,Minera Spence S.A. ,"BHP Billiton plc, 100%",200,tmt,Copper,7.7,cathode_sxew
Sierra Gorda,228.0,Mine (active),Active,-22.84699999999998,-69.33899999999994,Antofagasta,KGHM International Ltd.,El Tesoro SX-EW plant,316.0,SX-EW Plant,Active,-22.9277,-69.0976,Minera El Tesoro S.A. ,"Antofagasta plc, 70%, and Marubeni Corp., 30%",110,tmt,Copper,26.3,cathode_sxew
Sierra Gorda,228.0,Mine (active),Active,-22.84699999999998,-69.33899999999994,Antofagasta,KGHM International Ltd.,Centinela oxide and sulfide plant,279.0,Processing Plant,Active,-22.9275,-69.0965,Antofagasta plc,"Antofagasta plc, 70%, and Marubeni Corp., 30%",300,tmt,Copper,26.4,concentrate
Sierra Gorda,228.0,Mine (active),Active,-22.84699999999998,-69.33899999999994,Antofagasta,KGHM International Ltd.,Esperanza milling/flotation plant,322.0,Concentrator,Active,-22.9998,-69.1036,Minera Esperanza S.A. ,"Antofagasta plc, 70%, and Marubeni Corp., 30%","8,000",kg,Gold,29.5,concentrate
Sierra Gorda,228.0,Mine (active),Active,-22.84699999999998,-69.33899999999994,Antofagasta,KGHM International Ltd.,Antucoya SX-EW plant,271.0,SX-EW Plant,Active,-22.6298,-69.8832,Antofagasta plc,"Antofagasta plc, 70%, Marubeni Corp., 30%",,,Copper,60.8,cathode_sxew
Sierra Gorda,228.0,Mine (active),Active,-22.84699999999998,-69.33899999999994,Antofagasta,KGHM International Ltd.,Lomas Bayas SX-EW plant,341.0,SX-EW Plant,Active,-23.4318,-69.5017,Compañía Minera Xstrata Lomas Bayas ,"Glencore plc, 100%",75,tmt,Copper,67.1,cathode_sxew
Sierra Gorda,228.0,Mine (active),Active,-22.84699999999998,-69.33899999999994,Antofagasta,KGHM International Ltd.,Chuquicamata SX-EW plant (oxide) and smelter,292.0,Smelter,Active,-22.3137,-68.8895,Corporación Nacional del Cobre (CODELCO),"Government, 100%",450,tmt,Copper,75.1,cathode_sxew
Sierra Gorda,228.0,Mine (active),Active,-22.84699999999998,-69.33899999999994,Antofagasta,KGHM International Ltd.,Chuquicamata Mine (plant to acid-leach fine copper),290.0,Processing Plant,Active,-22.3013,-68.8404,EcoMetales Ltd. ,"Codelco Technologies Ltd., 100%",25,tmt,Copper,79.4,cathode_sxew
Sierra Gorda,228.0,Mine (active),Active,-22.84699999999998,-69.33899999999994,Antofagasta,KGHM International Ltd.,Gabriela Mistral SX-EW plant,325.0,SX-EW Plant,Active,-23.4173,-68.7838,Minera Gaby S.A. ,"Corporación Nacional del Cobre (CODELCO) (Government, 100%), 100%",170,tmt,Copper,85.1,cathode_sxew
Sierra Gorda,228.0,Mine (active),Active,-22.84699999999998,-69.33899999999994,Antofagasta,KGHM International Ltd.,Radomiro Tomic SX-EW plant,441.0,SX-EW Plant,Active,-22.1927,-68.8674,Corporación Nacional del Cobre (CODELCO),"Government, 100%",480,tmt,Copper,87.4,cathode_sxew
Sierra Gorda,228.0,Mine (active),Active,-22.84699999999998,-69.33899999999994,Antofagasta,KGHM International Ltd.,Michilla SX-EW/sulfide-leaching plant,359.0,SX-EW Plant,Active,-22.6791,-70.1883,Minera Michilla S.A. ,"Antofagasta plc, 74.2%, and other private Chilean investors, 25.8%",45,tmt,Copper,89.1,cathode_sxew
Sierra Gorda,228.0,Mine (active),Active,-22.84699999999998,-69.33899999999994,Antofagasta,KGHM International Ltd.,Mantos Blancos SX-EW plant,349.0,SX-EW Plant,Active,-23.4397,-70.0734,Empresa Minera de Mantos Blancos S.A. ,"Anglo American plc, 99.9%, and other private, 0.1%",100,tmt,Copper,99.9,cathode_sxew
Sierra Gorda,228.0,Mine (active),Active,-22.84699999999998,-69.33899999999994,Antofagasta,KGHM International Ltd.,Mantos de la Luna SX-EW plant,350.0,SX-EW Plant,Active,-22.3851,-70.1782,Compania Mantos de la Luna,"Izquierdo Menendez Group, 100%",,,Copper,100.3,cathode_sxew
Sierra Gorda,228.0,Mine (active),Active,-22.84699999999998,-69.33899999999994,Antofagasta,KGHM International Ltd.,Plant near Tocopilla,430.0,Processing Plant,Active,-21.9459,-69.8715,Minera Capacho Viejo Ltda. ,Minera Capacho Viejo Ltda. ,"5,000",mt,Copper,114.2,concentrate
Sierra Gorda,228.0,Mine (active),Active,-22.84699999999998,-69.33899999999994,Antofagasta,KGHM International Ltd.,Al Elbra SX-EW plant,268.0,SX-EW Plant,Active,-21.9859,-68.6886,Sociedad Contractual Minera El Abra ,"Freeport-McMoRan Copper & Gold Inc., 51%, and Corporación Nacional del Cobre (CODELCO) (Government, 100%), 49%",225,tmt,Copper,116.8,cathode_sxew
Sierra Gorda,228.0,Mine (active),Active,-22.84699999999998,-69.33899999999994,Antofagasta,KGHM International Ltd.,Altonorte smelter,269.0,Smelter,Active,-23.8247,-70.3178,Glencore Copper Chile S.A. ,Glencore Copper Chile S.A. ,300,tmt,Copper,147.7,blister
Sierra Jardín,229.0,Prospect/Project,Prospect/Project,-25.90599999999995,-69.48399999999998,Antofagasta,,Franke SX-EW Plant,324.0,SX-EW Plant,Active,-25.8334,-69.8639,Sociedad Contractual Minera Franke ,"KGHM International Ltd., 100%",,,Copper,38.9,cathode_sxew
Sierra Jardín,229.0,Prospect/Project,Prospect/Project,-25.90599999999995,-69.48399999999998,Antofagasta,,Potrerillos SX-EW refinery and smelter,435.0,Smelter,Active,-26.283,-69.5965,Corporación Nacional del Cobre (CODELCO),"Government, 100%",70,tmt,Copper,43.4,cathode_sxew
Sierra Jardín,229.0,Prospect/Project,Prospect/Project,-25.90599999999995,-69.48399999999998,Antofagasta,,Osvaldo Martínez,370.0,Processing Plant,Active,-26.4196,-70.3172,Empresa Nacional de Minería (ENAMI),"Government, 100%",180,tmt,Copper,100.9,concentrate
Sierra Jardín,229.0,Prospect/Project,Prospect/Project,-25.90599999999995,-69.48399999999998,Antofagasta,,Mantoverde SX-EW plant,351.0,SX-EW Plant,Active,-26.5615,-70.3253,Empresa Minera de Mantos Blancos S.A. ,"Anglo American plc, 99.9%, and other private, 0.1%",65,tmt,Copper,111.1,cathode_sxew
Sierra Jardín,229.0,Prospect/Project,Prospect/Project,-25.90599999999995,-69.48399999999998,Antofagasta,,José Antonio Moreno,335.0,Processing Plant,Active,-25.3963,-70.4742,Empresa Nacional de Minería (ENAMI),"Government, 100%",180,tmt,Copper,114.3,concentrate
Soledad,230.0,Mine (active),Active,-20.408999999999935,-69.79299999999995,Tarapacá,,Plant near Iquique,419.0,Processing Plant,Active,-20.223,-69.7966,Cosayach Nitratos S.A. ,"Inverraz S.A., 100%","3,000",mt,Iodine,20.7,concentrate
Soledad,230.0,Mine (active),Active,-20.408999999999935,-69.79299999999995,Tarapacá,,Plant near Iquique,420.0,Processing Plant,Active,-20.223,-69.7966,Cosayach Nitratos S.A. ,"Inverraz S.A., 100%",200,tmt,Nitrate,20.7,concentrate
Soledad,230.0,Mine (active),Active,-20.408999999999935,-69.79299999999995,Tarapacá,,Nueva Victoria plant,369.0,Processing Plant,Active,-20.9592,-69.6633,SQM Químicos S.A. ,"Sociedad Química y Minera de Chile S.A. (SQM), 100%","13,300",mt,Iodine,62.6,concentrate
Soledad,230.0,Mine (active),Active,-20.408999999999935,-69.79299999999995,Tarapacá,,Iris Plant,334.0,Processing Plant,Active,-20.9622,-69.6625,SQM Químicos S.A. ,"Sociedad Química y Minera de Chile S.A. (SQM), 100%","13,300",mt,Iodine,63.0,concentrate
Spence,231.0,Mine (active),Active,-22.785999999999945,-69.24399999999997,Antofagasta,Minera Spence S.A. ,Spence SX-EW plant,444.0,SX-EW Plant,Active,-22.8015,-69.2818,Minera Spence S.A. ,"BHP Billiton plc, 100%",200,tmt,Copper,4.2,cathode_sxew
Spence,231.0,Mine (active),Active,-22.785999999999945,-69.24399999999997,Antofagasta,Minera Spence S.A. ,Centinela oxide and sulfide plant,279.0,Processing Plant,Active,-22.9275,-69.0965,Antofagasta plc,"Antofagasta plc, 70%, and Marubeni Corp., 30%",300,tmt,Copper,21.8,concentrate
Spence,231.0,Mine (active),Active,-22.785999999999945,-69.24399999999997,Antofagasta,Minera Spence S.A. ,El Tesoro SX-EW plant,316.0,SX-EW Plant,Active,-22.9277,-69.0976,Minera El Tesoro S.A. ,"Antofagasta plc, 70%, and Marubeni Corp., 30%",110,tmt,Copper,21.8,cathode_sxew
Spence,231.0,Mine (active),Active,-22.785999999999945,-69.24399999999997,Antofagasta,Minera Spence S.A. ,Chuquicamata SX-EW plant (oxide) and smelter,292.0,Smelter,Active,-22.3137,-68.8895,Corporación Nacional del Cobre (CODELCO),"Government, 100%",450,tmt,Copper,63.9,cathode_sxew
Spence,231.0,Mine (active),Active,-22.785999999999945,-69.24399999999997,Antofagasta,Minera Spence S.A. ,Antucoya SX-EW plant,271.0,SX-EW Plant,Active,-22.6298,-69.8832,Antofagasta plc,"Antofagasta plc, 70%, Marubeni Corp., 30%",,,Copper,67.8,cathode_sxew
Spence,231.0,Mine (active),Active,-22.785999999999945,-69.24399999999997,Antofagasta,Minera Spence S.A. ,Chuquicamata Mine (plant to acid-leach fine copper),290.0,Processing Plant,Active,-22.3013,-68.8404,EcoMetales Ltd. ,"Codelco Technologies Ltd., 100%",25,tmt,Copper,68.0,cathode_sxew
Spence,231.0,Mine (active),Active,-22.785999999999945,-69.24399999999997,Antofagasta,Minera Spence S.A. ,Lomas Bayas SX-EW plant,341.0,SX-EW Plant,Active,-23.4318,-69.5017,Compañía Minera Xstrata Lomas Bayas ,"Glencore plc, 100%",75,tmt,Copper,76.5,cathode_sxew
